BuyerId,VATPeriod,VATDate,BuyerSector,BuyerSizeCategory,TotalObligation,ActualPayment,UnderPayment,TransactionCount,ComplianceRate
374,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,4754.67,4726.06,28.62,29,0.994
374,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,4398.75,4372.28,26.47,26,0.994
374,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,5203.11,5171.75,31.35,26,0.994
374,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,5488.76,5455.67,33.06,26,0.994
378,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,1019.29,989.14,30.16,14,0.9704
378,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,971.35,942.64,28.73,13,0.9704
378,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,1124.58,1091.32,33.25,13,0.9704
378,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,1158.96,1124.68,34.28,13,0.9704
379,2024 Q2,2024-06-30,Fine_Dine_Meat,Medium,6320.68,6229.6900000000005,91.0,14,0.9856
379,2024 Q3,2024-09-30,Fine_Dine_Meat,Medium,6056.3,5969.1,87.19,13,0.9856
379,2024 Q4,2024-12-31,Fine_Dine_Meat,Medium,7032.38,6931.13,101.23,13,0.9856
379,2025 Q1,2025-03-31,Fine_Dine_Meat,Medium,7248.98,7144.64,104.37,13,0.9856
382,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,1702.22,1686.56,15.69,14,0.9908
382,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,1570.44,1555.97,14.47,13,0.9908
382,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,2519.85,2496.62,23.2,13,0.9908
382,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,3878.25,3842.52,35.73,13,0.9908
384,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,3752.16,3752.16,0.0,28,1.0
384,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,3463.09,3463.09,0.0,26,1.0
384,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,3868.48,3868.48,0.0,26,1.0
384,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,3832.88,3832.88,0.0,26,1.0
388,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,3812.3,2674.49,1137.81,28,0.7015
388,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,5134.17,3601.83,1532.34,26,0.7015
388,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,4789.76,3360.21,1429.52,26,0.7015
388,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,2432.85,1706.76,726.11,26,0.7015
389,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,3067.78,2959.6,108.18,14,0.9647
389,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,2761.3,2663.9300000000003,97.36,13,0.9647
389,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,3008.15,2902.06,106.08,13,0.9647
389,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,2905.64,2803.19,102.46,13,0.9647
391,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,3384.15,3384.15,0.0,14,1.0
391,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,2217.11,2217.11,0.0,13,1.0
391,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,2016.73,2016.73,0.0,13,1.0
391,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,3042.89,3042.89,0.0,13,1.0
392,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,1506.72,1495.1,11.6,14,0.9923
392,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,893.01,886.14,6.85,13,0.9923
392,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,1011.82,1004.02,7.79,13,0.9923
392,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,973.35,965.85,7.51,13,0.9923
394,2024 Q2,2024-06-30,Fine_Dine_Meat,Medium,4525.03,4463.77,61.28,14,0.9865
394,2024 Q3,2024-09-30,Fine_Dine_Meat,Medium,4004.73,3950.52,54.23,13,0.9865
394,2024 Q4,2024-12-31,Fine_Dine_Meat,Medium,4285.77,4227.76,58.03,13,0.9865
394,2025 Q1,2025-03-31,Fine_Dine_Meat,Medium,4061.68,4006.69,55.0,13,0.9865
395,2024 Q2,2024-06-30,Fine_Dine_Meat,Medium,5603.77,0.0,5603.77,14,0.0
395,2024 Q3,2024-09-30,Fine_Dine_Meat,Medium,4782.63,0.0,4782.63,13,0.0
395,2024 Q4,2024-12-31,Fine_Dine_Meat,Medium,4649.389999999999,0.0,4649.389999999999,13,0.0
395,2025 Q1,2025-03-31,Fine_Dine_Meat,Medium,4499.49,0.0,4499.49,13,0.0
396,2024 Q2,2024-06-30,Fine_Dine_Meat,Medium,2757.16,2218.57,538.6,14,0.8047
396,2024 Q3,2024-09-30,Fine_Dine_Meat,Medium,2448.76,1970.37,478.36,13,0.8046
396,2024 Q4,2024-12-31,Fine_Dine_Meat,Medium,2629.9,2116.17,513.75,13,0.8047
396,2025 Q1,2025-03-31,Fine_Dine_Meat,Medium,2501.46,2012.8,488.66,13,0.8047
397,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,1008.27,796.24,212.06,14,0.7897
397,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,793.52,626.63,166.87,13,0.7897
397,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,957.35,756.03,201.32,13,0.7897
397,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,1269.41,1002.45,266.98,13,0.7897
399,2024 Q2,2024-06-30,Fine_Dine_Meat,Medium,5194.71,5107.51,87.19,14,0.9832
399,2024 Q3,2024-09-30,Fine_Dine_Meat,Medium,4964.79,4881.46,83.32,13,0.9832
399,2024 Q4,2024-12-31,Fine_Dine_Meat,Medium,5771.51,5674.66,96.87,13,0.9832
399,2025 Q1,2025-03-31,Fine_Dine_Meat,Medium,5976.86,5876.54,100.31,13,0.9832
408,2024 Q2,2024-06-30,Fine_Dine_Meat,Large,5662.66,3418.08,2244.57,14,0.6036
408,2024 Q3,2024-09-30,Fine_Dine_Meat,Large,5625.56,3395.68,2229.87,13,0.6036
408,2024 Q4,2024-12-31,Fine_Dine_Meat,Large,6716.4,4054.16,2662.27,13,0.6036
408,2025 Q1,2025-03-31,Fine_Dine_Meat,Large,7075.83,4271.1,2804.72,13,0.6036
411,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,3802.86,3802.86,0.0,28,1.0
411,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,3369.77,3369.77,0.0,26,1.0
411,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,3610.77,3610.77,0.0,26,1.0
411,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,3426.37,3426.37,0.0,26,1.0
412,2024 Q2,2024-06-30,Fine_Dine_Meat,Medium,5749.64,5749.64,0.0,14,1.0
412,2024 Q3,2024-09-30,Fine_Dine_Meat,Medium,5396.76,5396.76,0.0,13,1.0
412,2024 Q4,2024-12-31,Fine_Dine_Meat,Medium,6155.27,6155.27,0.0,13,1.0
412,2025 Q1,2025-03-31,Fine_Dine_Meat,Medium,6257.71,6257.71,0.0,13,1.0
414,2024 Q2,2024-06-30,Fine_Dine_Meat,Medium,4462.9,0.0,4462.9,14,0.0
414,2024 Q3,2024-09-30,Fine_Dine_Meat,Medium,3516.71,0.0,3516.71,13,0.0
414,2024 Q4,2024-12-31,Fine_Dine_Meat,Medium,5827.68,0.0,5827.68,13,0.0
414,2025 Q1,2025-03-31,Fine_Dine_Meat,Medium,5209.33,0.0,5209.33,13,0.0
416,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,3274.37,2037.15,1237.2,14,0.6222
416,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,3077.66,1914.78,1162.9,13,0.6222
416,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,3518.09,2188.79,1329.31,13,0.6222
416,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,3589.58,2233.28,1356.31,13,0.6222
418,2024 Q2,2024-06-30,Fine_Dine_Meat,Large,5864.81,2838.86,3025.96,14,0.484
418,2024 Q3,2024-09-30,Fine_Dine_Meat,Large,5562.63,2692.59,2870.02,13,0.484
418,2024 Q4,2024-12-31,Fine_Dine_Meat,Large,6417.14,3106.23,3310.92,13,0.4841
418,2025 Q1,2025-03-31,Fine_Dine_Meat,Large,6602.14,3195.75,3406.38,13,0.484
422,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,3302.66,1554.12,1748.51,14,0.4706
422,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,3141.13,1478.11,1663.01,13,0.4706
422,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,3626.31,1706.41,1919.86,13,0.4706
422,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,3724.54,1752.64,1971.88,13,0.4706
427,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,3120.3,0.0,3120.3,14,0.0
427,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,2320.06,0.0,2320.06,13,0.0
427,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,2512.8,0.0,2512.8,13,0.0
427,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,3054.2,0.0,3054.2,13,0.0
428,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,2360.08,2014.18,345.91,14,0.8534
428,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,2327.44,1986.33,341.1,13,0.8534
428,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,2761.73,2356.93,404.78,13,0.8534
428,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,2894.2200000000003,2470.04,424.19,13,0.8534
430,2024 Q2,2024-06-30,Fine_Dine_Meat,Medium,6122.51,6113.66,8.82,14,0.9986
430,2024 Q3,2024-09-30,Fine_Dine_Meat,Medium,3558.64,3553.5,5.12,13,0.9986
430,2024 Q4,2024-12-31,Fine_Dine_Meat,Medium,3901.08,3895.47,5.61,13,0.9986
430,2025 Q1,2025-03-31,Fine_Dine_Meat,Medium,5684.74,5676.56,8.18,13,0.9986
431,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,2995.13,2995.13,0.0,14,1.0
431,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,2688.8,2688.8,0.0,13,1.0
431,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,2921.01,2921.01,0.0,13,1.0
431,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,2812.99,2812.99,0.0,13,1.0
432,2024 Q2,2024-06-30,Fine_Dine_Meat,Large,6094.47,6094.47,0.0,14,1.0
432,2024 Q3,2024-09-30,Fine_Dine_Meat,Large,4706.86,4706.86,0.0,13,1.0
432,2024 Q4,2024-12-31,Fine_Dine_Meat,Large,4970.82,4970.82,0.0,13,1.0
432,2025 Q1,2025-03-31,Fine_Dine_Meat,Large,5659.46,5659.46,0.0,13,1.0
433,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,645.26,636.92,8.32,14,0.9871
433,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,670.83,662.18,8.65,13,0.9871
433,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,1080.43,1066.51,13.94,13,0.9871
433,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,890.3,878.8199999999999,11.52,13,0.9871
434,2024 Q2,2024-06-30,Fine_Dine_Meat,Small,1088.97,1088.97,0.0,14,1.0
434,2024 Q3,2024-09-30,Fine_Dine_Meat,Small,911.76,911.76,0.0,13,1.0
434,2024 Q4,2024-12-31,Fine_Dine_Meat,Small,1209.56,1209.56,0.0,13,1.0
434,2025 Q1,2025-03-31,Fine_Dine_Meat,Small,1491.24,1491.24,0.0,13,1.0
435,2024 Q2,2024-06-30,Fine_Dine_Meat,Medium,1718.24,0.0,1718.24,14,0.0
435,2024 Q3,2024-09-30,Fine_Dine_Meat,Medium,1782.94,0.0,1782.94,13,0.0
435,2024 Q4,2024-12-31,Fine_Dine_Meat,Medium,1826.41,0.0,1826.41,13,0.0
