InvoiceId,Date,VATPeriod,BuyerId,BuyerSector,BuyerSizeCategory,SupplierId,SupplierSector,Good,Quantity,PunktafgiftRate,TotalObligation,ActualPayment,PaymentFactor,ComplianceCategory,UnderPayment
INV549423,2024-04-01,2024 Q2,679,Importer,Large,378,Fine_Dine_Meat,Beer,19.627747,3.0,58.88,33.31,0.5657,partially_compliant,25.58
INV549975,2024-04-01,2024 Q2,686,Importer,Small,379,Fine_Dine_Meat,Wine,34.143033,10.67,364.31,224.0,0.6149,partially_compliant,140.3
INV551634,2024-04-01,2024 Q2,677,Importer,Small,382,Fine_Dine_Meat,Wine,13.198275,10.67,140.83,140.83,1.0,compliant,0.0
INV552740,2024-04-01,2024 Q2,682,Importer,Small,384,Fine_Dine_Meat,Wine,14.436251,10.67,154.03,94.71,0.6149,partially_compliant,59.32
INV552741,2024-04-01,2024 Q2,680,Importer,Medium,384,Fine_Dine_Meat,Beer,21.654377,3.0,64.96,64.78,0.9972,compliant,0.18
INV554952,2024-04-01,2024 Q2,686,Importer,Small,388,Fine_Dine_Meat,Wine,12.219854,10.67,130.39,80.17,0.6149,partially_compliant,50.21
INV554953,2024-04-01,2024 Q2,680,Importer,Medium,388,Fine_Dine_Meat,Beer,18.329781,3.0,54.99,54.84,0.9972,compliant,0.15
INV555505,2024-04-01,2024 Q2,680,Importer,Medium,389,Fine_Dine_Meat,Wine,16.925947,10.67,180.6,180.1,0.9972,compliant,0.5
INV556611,2024-04-01,2024 Q2,692,Importer,Large,391,Fine_Dine_Meat,Wine,18.871278,10.67,201.36,145.88,0.7245,partially_compliant,55.47
INV557165,2024-04-01,2024 Q2,692,Importer,Large,392,Fine_Dine_Meat,Beer,22.613353,3.0,67.84,49.15,0.7245,partially_compliant,18.69
INV558270,2024-04-01,2024 Q2,679,Importer,Large,394,Fine_Dine_Meat,Wine,25.106252,10.67,267.88,151.53,0.5657,partially_compliant,116.35
INV558823,2024-04-01,2024 Q2,686,Importer,Small,395,Fine_Dine_Meat,Wine,30.601178,10.67,326.51,200.77,0.6149,partially_compliant,125.75
INV559377,2024-04-01,2024 Q2,685,Importer,Small,396,Fine_Dine_Meat,Beer,54.343618,3.0,163.03,159.73,0.9797,compliant,3.3
INV559930,2024-04-01,2024 Q2,675,Importer,Small,397,Fine_Dine_Meat,Beer,22.249567,3.0,66.75,66.13,0.9907,compliant,0.62
INV561035,2024-04-01,2024 Q2,673,Importer,Medium,399,Fine_Dine_Meat,Wine,28.10437,10.67,299.87,299.87,1.0,compliant,0.0
INV566012,2024-04-01,2024 Q2,681,Importer,Small,408,Fine_Dine_Meat,Wine,30.148194,10.67,321.68,0.0,0.0,non_compliant,321.68
INV567671,2024-04-01,2024 Q2,673,Importer,Medium,411,Fine_Dine_Meat,Wine,14.834264,10.67,158.28,158.28,1.0,compliant,0.0
INV567672,2024-04-01,2024 Q2,673,Importer,Medium,411,Fine_Dine_Meat,Beer,22.251396,3.0,66.75,66.75,1.0,compliant,0.0
INV568224,2024-04-01,2024 Q2,680,Importer,Medium,412,Fine_Dine_Meat,Wine,31.289841,10.67,333.86,332.94,0.9972,compliant,0.92
INV569330,2024-04-01,2024 Q2,689,Importer,Small,414,Fine_Dine_Meat,Wine,27.491936,10.67,293.34,293.34,1.0,compliant,0.0
INV570436,2024-04-01,2024 Q2,680,Importer,Medium,416,Fine_Dine_Meat,Wine,17.812766,10.67,190.06,189.54,0.9972,compliant,0.53
INV571542,2024-04-01,2024 Q2,675,Importer,Small,418,Fine_Dine_Meat,Wine,31.809574,10.67,339.41,336.26,0.9907,compliant,3.15
INV573754,2024-04-01,2024 Q2,673,Importer,Medium,422,Fine_Dine_Meat,Wine,17.890006,10.67,190.89,190.89,1.0,compliant,0.0
INV576519,2024-04-01,2024 Q2,678,Importer,Medium,427,Fine_Dine_Meat,Wine,18.187194,10.67,194.06,112.58,0.5801,partially_compliant,81.48
INV577072,2024-04-01,2024 Q2,689,Importer,Small,428,Fine_Dine_Meat,Wine,12.600978,10.67,134.45,134.45,1.0,compliant,0.0
INV578178,2024-04-01,2024 Q2,685,Importer,Small,430,Fine_Dine_Meat,Wine,30.23585,10.67,322.62,316.08,0.9797,compliant,6.54
INV578731,2024-04-01,2024 Q2,692,Importer,Large,431,Fine_Dine_Meat,Wine,16.539501,10.67,176.48,127.86,0.7245,partially_compliant,48.62
INV579284,2024-04-01,2024 Q2,673,Importer,Medium,432,Fine_Dine_Meat,Wine,35.197245,10.67,375.55,375.55,1.0,compliant,0.0
INV579838,2024-04-01,2024 Q2,679,Importer,Large,433,Fine_Dine_Meat,Beer,17.585013,3.0,52.76,29.84,0.5657,partially_compliant,22.91
INV580391,2024-04-01,2024 Q2,692,Importer,Large,434,Fine_Dine_Meat,Beer,22.881693,3.0,68.65,49.73,0.7245,partially_compliant,18.91
INV580944,2024-04-01,2024 Q2,687,Importer,Medium,435,Fine_Dine_Meat,Beer,37.678278,3.0,113.03,78.8,0.6971,partially_compliant,34.23
INV583708,2024-04-01,2024 Q2,679,Importer,Large,440,Fine_Dine_Meat,Wine,16.079059,10.67,171.56,97.05,0.5657,partially_compliant,74.52
INV583709,2024-04-01,2024 Q2,692,Importer,Large,440,Fine_Dine_Meat,Beer,24.118589,3.0,72.36,52.42,0.7245,partially_compliant,19.93
INV587579,2024-04-01,2024 Q2,686,Importer,Small,447,Fine_Dine_Vegetarian,Wine,22.076818,10.67,235.56,144.84,0.6149,partially_compliant,90.72
INV588132,2024-04-01,2024 Q2,679,Importer,Large,448,Fine_Dine_Vegetarian,Wine,40.587386,10.67,433.07,244.97,0.5657,partially_compliant,188.1
INV588685,2024-04-01,2024 Q2,692,Importer,Large,449,Fine_Dine_Vegetarian,Wine,42.148197,10.67,449.72,325.83,0.7245,partially_compliant,123.9
INV589238,2024-04-01,2024 Q2,680,Importer,Medium,450,Fine_Dine_Vegetarian,Wine,58.87781,10.67,628.23,626.49,0.9972,compliant,1.74
INV590897,2024-04-01,2024 Q2,682,Importer,Small,453,Fine_Dine_Vegetarian,Wine,40.163222,10.67,428.54,263.5,0.6149,partially_compliant,165.04
INV592556,2024-04-01,2024 Q2,675,Importer,Small,456,Fine_Dine_Vegetarian,Wine,16.930159,10.67,180.64,178.97,0.9907,compliant,1.67
INV594215,2024-04-01,2024 Q2,673,Importer,Medium,459,Fine_Dine_Vegetarian,Wine,19.961143,10.67,212.99,212.99,1.0,compliant,0.0
INV595874,2024-04-01,2024 Q2,673,Importer,Medium,462,Fine_Dine_Vegetarian,Wine,15.180136,10.67,161.97,161.97,1.0,compliant,0.0
INV596427,2024-04-01,2024 Q2,690,Importer,Small,463,Fine_Dine_Vegetarian,Wine,35.198278,10.67,375.57,146.94,0.3913,partially_compliant,228.62
INV596980,2024-04-01,2024 Q2,677,Importer,Small,464,Fine_Dine_Vegetarian,Wine,19.857903,10.67,211.88,211.88,1.0,compliant,0.0
INV599745,2024-04-01,2024 Q2,682,Importer,Small,469,Fine_Dine_Vegetarian,Wine,17.896999,10.67,190.96,117.42,0.6149,partially_compliant,73.54
INV601404,2024-04-01,2024 Q2,689,Importer,Small,472,Fine_Dine_Vegetarian,Wine,17.241636,10.67,183.97,183.97,1.0,compliant,0.0
INV603616,2024-04-01,2024 Q2,692,Importer,Large,476,Fine_Dine_Vegetarian,Wine,18.471376,10.67,197.09,142.79,0.7245,partially_compliant,54.3
INV605275,2024-04-01,2024 Q2,673,Importer,Medium,479,Fine_Dine_Vegetarian,Wine,12.663244,10.67,135.12,135.12,1.0,compliant,0.0
INV607487,2024-04-01,2024 Q2,675,Importer,Small,483,Fine_Dine_Vegetarian,Wine,17.302525,10.67,184.62,182.91,0.9907,compliant,1.71
INV609146,2024-04-01,2024 Q2,692,Importer,Large,486,Fine_Dine_Vegetarian,Wine,31.337299,10.67,334.37,242.25,0.7245,partially_compliant,92.12
INV613570,2024-04-01,2024 Q2,686,Importer,Small,494,Fine_Dine_Vegetarian,Wine,15.704021,10.67,167.56,103.03,0.6149,partially_compliant,64.53
INV616888,2024-04-01,2024 Q2,673,Importer,Medium,500,Fine_Dine_Vegetarian,Wine,21.42219,10.67,228.57,228.57,1.0,compliant,0.0
INV402093,2024-04-06,2024 Q2,692,Importer,Large,203,Cafe,Coffee_Beans,25.15306,25.0,628.83,455.59,0.7245,partially_compliant,173.24
INV403831,2024-04-06,2024 Q2,680,Importer,Medium,205,Cafe,Coffee_Beans,5.307637,25.0,132.69,132.32,0.9972,compliant,0.37
INV405569,2024-04-06,2024 Q2,684,Importer,Medium,207,Cafe,Coffee_Beans,6.15661,25.0,153.92,153.92,1.0,compliant,0.0
INV415128,2024-04-06,2024 Q2,677,Importer,Small,218,Cafe,Coffee_Beans,14.00242,25.0,350.06,350.06,1.0,compliant,0.0
INV420342,2024-04-06,2024 Q2,686,Importer,Small,224,Cafe,Coffee_Beans,3.549591,25.0,88.74,54.56,0.6149,partially_compliant,34.18
INV423818,2024-04-06,2024 Q2,677,Importer,Small,228,Cafe,Coffee_Beans,5.471606,25.0,136.79,136.79,1.0,compliant,0.0
INV425556,2024-04-06,2024 Q2,682,Importer,Small,230,Cafe,Coffee_Beans,6.147066,25.0,153.68,94.49,0.6149,partially_compliant,59.18
INV426425,2024-04-06,2024 Q2,681,Importer,Small,231,Cafe,Coffee_Beans,5.971718,25.0,149.29,0.0,0.0,non_compliant,149.29
INV429032,2024-04-06,2024 Q2,673,Importer,Medium,234,Cafe,Coffee_Beans,5.584312,25.0,139.61,139.61,1.0,compliant,0.0
INV429901,2024-04-06,2024 Q2,673,Importer,Medium,235,Cafe,Coffee_Beans,26.538058,25.0,663.45,663.45,1.0,compliant,0.0
INV431639,2024-04-06,2024 Q2,683,Importer,Small,237,Cafe,Coffee_Beans,13.599342,25.0,339.98,336.79,0.9906,compliant,3.19
INV437722,2024-04-06,2024 Q2,682,Importer,Small,244,Cafe,Coffee_Beans,6.804491,25.0,170.11,104.6,0.6149,partially_compliant,65.51
INV439460,2024-04-06,2024 Q2,688,Importer,Small,246,Cafe,Coffee_Beans,7.222409,25.0,180.56,180.56,1.0,compliant,0.0
INV444674,2024-04-06,2024 Q2,675,Importer,Small,252,Cafe,Coffee_Beans,6.741927,25.0,168.55,166.99,0.9907,compliant,1.56
INV448150,2024-04-06,2024 Q2,678,Importer,Medium,256,Cafe,Coffee_Beans,10.666606,25.0,266.67,154.7,0.5801,partially_compliant,111.96
INV449019,2024-04-06,2024 Q2,680,Importer,Medium,257,Cafe,Coffee_Beans,26.899558,25.0,672.49,670.63,0.9972,compliant,1.86
INV454233,2024-04-06,2024 Q2,675,Importer,Small,263,Cafe,Coffee_Beans,4.928666,25.0,123.22,122.07,0.9907,compliant,1.14
INV459447,2024-04-06,2024 Q2,677,Importer,Small,269,Cafe,Coffee_Beans,4.884987,25.0,122.12,122.12,1.0,compliant,0.0
INV463792,2024-04-06,2024 Q2,673,Importer,Medium,274,Cafe,Coffee_Beans,6.565173,25.0,164.13,164.13,1.0,compliant,0.0
INV464661,2024-04-06,2024 Q2,689,Importer,Small,275,Cafe,Coffee_Beans,6.39357,25.0,159.84,159.84,1.0,compliant,0.0
INV465530,2024-04-06,2024 Q2,692,Importer,Large,276,Cafe,Coffee_Beans,6.047211,25.0,151.18,109.53,0.7245,partially_compliant,41.65
INV469875,2024-04-06,2024 Q2,689,Importer,Small,281,Cafe,Coffee_Beans,10.907762,25.0,272.69,272.69,1.0,compliant,0.0
INV475089,2024-04-06,2024 Q2,680,Importer,Medium,287,Cafe,Coffee_Beans,6.163117,25.0,154.08,153.65,0.9972,compliant,0.43
INV477696,2024-04-06,2024 Q2,675,Importer,Small,290,Cafe,Coffee_Beans,4.964771,25.0,124.12,122.97,0.9907,compliant,1.15
INV483779,2024-04-06,2024 Q2,689,Importer,Small,297,Cafe,Coffee_Beans,10.363764,25.0,259.09,259.09,1.0,compliant,0.0
INV484648,2024-04-06,2024 Q2,674,Importer,Small,298,Cafe,Coffee_Beans,5.720236,25.0,143.01,137.53,0.9617,compliant,5.47
INV489862,2024-04-06,2024 Q2,682,Importer,Small,304,Cafe,Coffee_Beans,5.019866,25.0,125.5,77.17,0.6149,partially_compliant,48.33
INV490731,2024-04-06,2024 Q2,682,Importer,Small,305,Cafe,Coffee_Beans,5.218192,25.0,130.45,80.21,0.6149,partially_compliant,50.24
INV495945,2024-04-06,2024 Q2,680,Importer,Medium,311,Cafe,Coffee_Beans,6.25097,25.0,156.27,155.84,0.9972,compliant,0.43
INV496814,2024-04-06,2024 Q2,689,Importer,Small,312,Cafe,Coffee_Beans,7.205576,25.0,180.14,180.14,1.0,compliant,0.0
INV497683,2024-04-06,2024 Q2,682,Importer,Small,313,Cafe,Coffee_Beans,6.350762,25.0,158.77,97.62,0.6149,partially_compliant,61.15
INV502028,2024-04-06,2024 Q2,688,Importer,Small,318,Cafe,Coffee_Beans,18.944742,25.0,473.62,473.62,1.0,compliant,0.0
INV507242,2024-04-06,2024 Q2,692,Importer,Large,324,Cafe,Coffee_Beans,6.784991,25.0,169.62,122.89,0.7245,partially_compliant,46.73
INV515063,2024-04-06,2024 Q2,678,Importer,Medium,333,Cafe,Coffee_Beans,5.673392,25.0,141.83,82.28,0.5801,partially_compliant,59.55
INV517670,2024-04-06,2024 Q2,690,Importer,Small,336,Cafe,Coffee_Beans,6.276844,25.0,156.92,61.4,0.3913,partially_compliant,95.52
INV522015,2024-04-06,2024 Q2,690,Importer,Small,341,Cafe,Coffee_Beans,7.17075,25.0,179.27,70.14,0.3913,partially_compliant,109.13
INV522884,2024-04-06,2024 Q2,686,Importer,Small,342,Cafe,Coffee_Beans,4.541245,25.0,113.53,69.81,0.6149,partially_compliant,43.72
INV523753,2024-04-06,2024 Q2,690,Importer,Small,343,Cafe,Coffee_Beans,10.994035,25.0,274.85,107.54,0.3913,partially_compliant,167.31
INV532443,2024-04-06,2024 Q2,686,Importer,Small,353,Cafe,Coffee_Beans,12.641774,25.0,316.04,194.33,0.6149,partially_compliant,121.72
INV534181,2024-04-06,2024 Q2,678,Importer,Medium,355,Cafe,Coffee_Beans,18.195656,25.0,454.89,263.9,0.5801,partially_compliant,190.99
INV536788,2024-04-06,2024 Q2,679,Importer,Large,358,Cafe,Coffee_Beans,6.427746,25.0,160.69,90.9,0.5657,partially_compliant,69.8
INV542241,2024-04-06,2024 Q2,673,Importer,Medium,365,Fine_Dine_Meat,Beer,32.249671,3.0,96.75,96.75,1.0,compliant,0.0
INV544452,2024-04-06,2024 Q2,692,Importer,Large,369,Fine_Dine_Meat,Wine,17.658468,10.67,188.42,136.51,0.7245,partially_compliant,51.91
INV547217,2024-04-06,2024 Q2,675,Importer,Small,374,Fine_Dine_Meat,Wine,21.461381,10.67,228.99,226.87,0.9907,compliant,2.12
INV547218,2024-04-06,2024 Q2,683,Importer,Small,374,Fine_Dine_Meat,Beer,32.192072,3.0,96.58,95.67,0.9906,compliant,0.91
INV549430,2024-04-06,2024 Q2,679,Importer,Large,378,Fine_Dine_Meat,Beer,24.543777,3.0,73.63,41.65,0.5657,partially_compliant,31.98
INV549982,2024-04-06,2024 Q2,686,Importer,Small,379,Fine_Dine_Meat,Wine,42.694608,10.67,455.55,280.11,0.6149,partially_compliant,175.44
INV551641,2024-04-06,2024 Q2,677,Importer,Small,382,Fine_Dine_Meat,Wine,15.184679,10.67,162.02,162.02,1.0,compliant,0.0
INV552747,2024-04-06,2024 Q2,682,Importer,Small,384,Fine_Dine_Meat,Wine,18.052002,10.67,192.61,118.43,0.6149,partially_compliant,74.18
INV552748,2024-04-06,2024 Q2,680,Importer,Medium,384,Fine_Dine_Meat,Beer,27.078003,3.0,81.23,81.01,0.9972,compliant,0.22
INV554959,2024-04-06,2024 Q2,686,Importer,Small,388,Fine_Dine_Meat,Wine,15.702437,10.67,167.55,103.02,0.6149,partially_compliant,64.53
INV554960,2024-04-06,2024 Q2,680,Importer,Medium,388,Fine_Dine_Meat,Beer,23.553655,3.0,70.66,70.47,0.9972,compliant,0.2
INV555512,2024-04-06,2024 Q2,680,Importer,Medium,389,Fine_Dine_Meat,Wine,21.165275,10.67,225.83,225.21,0.9972,compliant,0.62
INV556618,2024-04-06,2024 Q2,692,Importer,Large,391,Fine_Dine_Meat,Wine,23.59784,10.67,251.79,182.42,0.7245,partially_compliant,69.37
INV557172,2024-04-06,2024 Q2,692,Importer,Large,392,Fine_Dine_Meat,Beer,30.500193,3.0,91.5,66.29,0.7245,partially_compliant,25.21
INV558277,2024-04-06,2024 Q2,679,Importer,Large,394,Fine_Dine_Meat,Wine,31.394447,10.67,334.98,189.48,0.5657,partially_compliant,145.5
INV558830,2024-04-06,2024 Q2,686,Importer,Small,395,Fine_Dine_Meat,Wine,38.265649,10.67,408.29,251.05,0.6149,partially_compliant,157.24
INV559384,2024-04-06,2024 Q2,685,Importer,Small,396,Fine_Dine_Meat,Beer,67.954698,3.0,203.86,199.73,0.9797,compliant,4.13
INV559937,2024-04-06,2024 Q2,675,Importer,Small,397,Fine_Dine_Meat,Beer,26.694859,3.0,80.08,79.34,0.9907,compliant,0.74
INV561042,2024-04-06,2024 Q2,673,Importer,Medium,399,Fine_Dine_Meat,Wine,35.143482,10.67,374.98,374.98,1.0,compliant,0.0
INV566019,2024-04-06,2024 Q2,681,Importer,Small,408,Fine_Dine_Meat,Wine,37.699209,10.67,402.25,0.0,0.0,non_compliant,402.25
INV567678,2024-04-06,2024 Q2,673,Importer,Medium,411,Fine_Dine_Meat,Wine,18.549702,10.67,197.93,197.93,1.0,compliant,0.0
INV567679,2024-04-06,2024 Q2,673,Importer,Medium,411,Fine_Dine_Meat,Beer,27.824553,3.0,83.47,83.47,1.0,compliant,0.0
INV568231,2024-04-06,2024 Q2,680,Importer,Medium,412,Fine_Dine_Meat,Wine,39.126796,10.67,417.48,416.33,0.9972,compliant,1.15
INV569337,2024-04-06,2024 Q2,689,Importer,Small,414,Fine_Dine_Meat,Wine,35.036913,10.67,373.84,373.84,1.0,compliant,0.0
INV570443,2024-04-06,2024 Q2,680,Importer,Medium,416,Fine_Dine_Meat,Wine,22.27421,10.67,237.67,237.01,0.9972,compliant,0.66
INV571549,2024-04-06,2024 Q2,675,Importer,Small,418,Fine_Dine_Meat,Wine,39.776704,10.67,424.42,420.48,0.9907,compliant,3.93
INV573761,2024-04-06,2024 Q2,673,Importer,Medium,422,Fine_Dine_Meat,Wine,22.370796,10.67,238.7,238.7,1.0,compliant,0.0
INV576526,2024-04-06,2024 Q2,678,Importer,Medium,427,Fine_Dine_Meat,Wine,22.742418,10.67,242.66,140.78,0.5801,partially_compliant,101.88
INV577079,2024-04-06,2024 Q2,689,Importer,Small,428,Fine_Dine_Meat,Wine,15.757061,10.67,168.13,168.13,1.0,compliant,0.0
INV578185,2024-04-06,2024 Q2,685,Importer,Small,430,Fine_Dine_Meat,Wine,39.571412,10.67,422.23,413.67,0.9797,compliant,8.55
INV578738,2024-04-06,2024 Q2,692,Importer,Large,431,Fine_Dine_Meat,Wine,20.682039,10.67,220.68,159.88,0.7245,partially_compliant,60.8
INV579291,2024-04-06,2024 Q2,673,Importer,Medium,432,Fine_Dine_Meat,Wine,44.012862,10.67,469.62,469.62,1.0,compliant,0.0
INV579845,2024-04-06,2024 Q2,679,Importer,Large,433,Fine_Dine_Meat,Beer,20.194387,3.0,60.58,34.27,0.5657,partially_compliant,26.31
INV580398,2024-04-06,2024 Q2,692,Importer,Large,434,Fine_Dine_Meat,Beer,28.612716,3.0,85.84,62.19,0.7245,partially_compliant,23.65
INV580951,2024-04-06,2024 Q2,687,Importer,Medium,435,Fine_Dine_Meat,Beer,43.544769,3.0,130.63,91.07,0.6971,partially_compliant,39.56
INV583715,2024-04-06,2024 Q2,679,Importer,Large,440,Fine_Dine_Meat,Wine,20.106273,10.67,214.53,121.35,0.5657,partially_compliant,93.18
INV583716,2024-04-06,2024 Q2,692,Importer,Large,440,Fine_Dine_Meat,Beer,30.159409,3.0,90.48,65.55,0.7245,partially_compliant,24.93
INV587586,2024-04-06,2024 Q2,686,Importer,Small,447,Fine_Dine_Vegetarian,Wine,27.60625,10.67,294.56,181.12,0.6149,partially_compliant,113.44
INV588139,2024-04-06,2024 Q2,679,Importer,Large,448,Fine_Dine_Vegetarian,Wine,50.753035,10.67,541.53,306.32,0.5657,partially_compliant,235.21
INV588692,2024-04-06,2024 Q2,692,Importer,Large,449,Fine_Dine_Vegetarian,Wine,60.60286,10.67,646.63,468.49,0.7245,partially_compliant,178.14
INV589245,2024-04-06,2024 Q2,680,Importer,Medium,450,Fine_Dine_Vegetarian,Wine,73.624539,10.67,785.57,783.4,0.9972,compliant,2.17
INV590904,2024-04-06,2024 Q2,682,Importer,Small,453,Fine_Dine_Vegetarian,Wine,50.222634,10.67,535.88,329.5,0.6149,partially_compliant,206.38
