CompanyId,VATPeriod,VATDate,Sector,OutputVAT,ExpectedOutputVAT,InputVAT,ExpectedInputVAT,TotalSales,CountSellerInvoices,TotalPurchases,CountBuyerInvoices,ReportedVATLiability,ExpectedVATLiability,Size,SizeCategory
6,2024 Q3,2024-09-30,Pizzeria,69063,69063,28275,28275,345315,92,147589,107,40788,40788,2820400,Small
6,2024 Q4,2024-12-31,Pizzeria,76760,77692,30869,30869,388462,92,160078,107,45891,46823,2820400,Small
6,2025 Q1,2025-03-31,Pizzeria,68157,68157,27749,27749,340785,91,143704,107,40408,40408,2820400,Small
6,2025 Q2,2025-06-30,Pizzeria,59642,60428,25172,25172,302141,91,131047,109,34470,35256,2820400,Small
7,2024 Q2,2024-06-30,Pizzeria,60146,60146,27191,27191,300732,91,135958,115,32955,32955,3016353,Small
7,2024 Q3,2024-09-30,Pizzeria,59504,59504,25464,25464,297520,92,127323,107,34040,34040,3016353,Small
7,2024 Q4,2024-12-31,Pizzeria,75881,75881,31318,31318,379407,92,156593,107,44563,44563,3016353,Small
7,2025 Q1,2025-03-31,Pizzeria,79592,79592,32990,32990,397960,91,164952,107,46602,46602,3016353,Small
7,2025 Q2,2025-06-30,Pizzeria,73788,73788,30921,30921,368941,91,154609,107,42867,42867,3016353,Small
8,2024 Q2,2024-06-30,Pizzeria,43456,73036,34348,34348,365182,91,173288,115,9108,38688,3878841,Medium
8,2024 Q3,2024-09-30,Pizzeria,60676,102148,41198,41198,510742,92,208030,107,19478,60950,3878841,Medium
8,2024 Q4,2024-12-31,Pizzeria,61042,102591,42236,42236,512955,92,212910,109,18806,60355,3878841,Medium
8,2025 Q1,2025-03-31,Pizzeria,52870,89006,37783,37783,445034,91,190402,109,15087,51223,3878841,Medium
8,2025 Q2,2025-06-30,Pizzeria,49812,83859,35830,35830,419299,91,180756,107,13982,48029,3878841,Medium
9,2024 Q2,2024-06-30,Pizzeria,25116,49833,22241,22241,249169,91,115403,117,2875,27592,2086275,Small
9,2024 Q3,2024-09-30,Pizzeria,17690,32399,15024,15023,161996,92,77855,109,2666,17376,2086275,Small
9,2024 Q4,2024-12-31,Pizzeria,30026,44351,19709,19709,221755,92,101723,107,10317,24642,2086275,Small
9,2025 Q1,2025-03-31,Pizzeria,50429,63433,26632,26632,317166,91,137637,107,23797,36801,2086275,Small
9,2025 Q2,2025-06-30,Pizzeria,43200,57987,24210,24210,289936,91,125700,107,18990,33777,2086275,Small
10,2024 Q2,2024-06-30,Pizzeria,78456,108215,45766,45766,541078,91,228833,117,32690,62449,3875074,Medium
10,2024 Q3,2024-09-30,Pizzeria,66522,85504,34934,34934,427521,92,174670,107,31588,50570,3875074,Medium
10,2024 Q4,2024-12-31,Pizzeria,48873,83686,34922,34922,418432,92,174611,107,13951,48764,3875074,Medium
10,2025 Q1,2025-03-31,Pizzeria,47155,92461,38351,38351,462309,91,191755,107,8804,54110,3875074,Medium
10,2025 Q2,2025-06-30,Pizzeria,60217,82602,35505,35505,413013,91,177526,109,24712,47097,3875074,Medium
11,2024 Q2,2024-06-30,Pizzeria,229239,260203,130123,130123,1301018,91,656333,115,99116,130080,12742933,Large
11,2024 Q3,2024-09-30,Pizzeria,224138,253550,119866,119866,1267754,92,604833,107,104272,133684,12742933,Large
11,2024 Q4,2024-12-31,Pizzeria,243395,316509,145653,145653,1582546,92,733988,107,97742,170856,12742933,Large
11,2025 Q1,2025-03-31,Pizzeria,284103,322844,149882,149882,1614223,91,755203,107,134221,172962,12742933,Large
11,2025 Q2,2025-06-30,Pizzeria,253328,289518,136098,136098,1447593,91,686502,109,117230,153420,12742933,Large
12,2024 Q2,2024-06-30,Pizzeria,54460,55233,23747,23747,276165,91,123359,115,30713,31486,2569067,Small
12,2024 Q3,2024-09-30,Pizzeria,53852,53852,21994,21994,269264,92,114423,107,31858,31858,2569067,Small
12,2024 Q4,2024-12-31,Pizzeria,66197,66933,26413,26413,334665,92,136670,107,39784,40520,2569067,Small
12,2025 Q1,2025-03-31,Pizzeria,67659,67659,26938,26938,338295,91,139311,107,40721,40721,2569067,Small
12,2025 Q2,2025-06-30,Pizzeria,59890,59890,24230,24230,299451,91,125878,107,35660,35660,2569067,Small
13,2024 Q2,2024-06-30,Pizzeria,89026,104613,44949,44949,523067,91,226764,117,44077,59664,4858236,Medium
13,2024 Q3,2024-09-30,Pizzeria,87399,102341,41735,41735,511707,92,210628,107,45664,60606,4858236,Medium
13,2024 Q4,2024-12-31,Pizzeria,108832,127587,50075,50075,637936,92,252399,107,58757,77512,4858236,Medium
13,2025 Q1,2025-03-31,Pizzeria,112136,129338,51165,51165,646693,91,257866,107,60971,78173,4858236,Medium
13,2025 Q2,2025-06-30,Pizzeria,98838,114794,46333,46333,573973,91,233757,111,52505,68461,4858236,Medium
14,2024 Q2,2024-06-30,Pizzeria,44368,44368,21829,21829,221843,91,109149,115,22539,22539,1896997,Small
14,2024 Q3,2024-09-30,Pizzeria,41152,41152,19520,19520,205760,92,97604,107,21632,21632,1896997,Small
14,2024 Q4,2024-12-31,Pizzeria,48180,48716,22239,22239,243580,92,111196,107,25941,26477,1896997,Small
14,2025 Q1,2025-03-31,Pizzeria,46905,46905,21785,21785,234528,91,108928,107,25120,25120,1896997,Small
14,2025 Q2,2025-06-30,Pizzeria,39535,39535,19127,19127,197679,91,95638,107,20408,20408,1896997,Small
15,2024 Q2,2024-06-30,Pizzeria,134524,134524,63793,63793,672621,91,318967,115,70731,70731,6314592,Large
15,2024 Q3,2024-09-30,Pizzeria,129735,129735,59010,59010,648677,92,295050,107,70725,70725,6314592,Large
15,2024 Q4,2024-12-31,Pizzeria,160284,160284,69304,69304,801422,92,346523,109,90980,90980,6314592,Large
15,2025 Q1,2025-03-31,Pizzeria,161992,161992,70507,70507,809962,91,352538,107,91485,91485,6314592,Large
15,2025 Q2,2025-06-30,Pizzeria,144329,144329,64531,64531,721647,91,322659,107,79798,79798,6314592,Large
16,2024 Q2,2024-06-30,Pizzeria,60912,60912,23371,23371,304560,91,121660,115,37541,37541,2868231,Small
16,2024 Q3,2024-09-30,Pizzeria,68906,68906,24443,24443,344531,92,127576,107,44463,44463,2868231,Small
16,2024 Q4,2024-12-31,Pizzeria,86706,86706,30507,30507,433532,92,158242,109,56199,56199,2868231,Small
16,2025 Q1,2025-03-31,Pizzeria,100035,100035,34456,34456,500177,91,178701,109,65579,65579,2868231,Small
16,2025 Q2,2025-06-30,Pizzeria,69122,69122,24068,24068,345612,91,125217,107,45054,45054,2868231,Small
17,2024 Q2,2024-06-30,Pizzeria,65765,65765,26164,26164,328825,91,137366,115,39601,39601,2737638,Small
17,2024 Q3,2024-09-30,Pizzeria,61645,61645,23302,23302,308226,92,122572,109,38343,38343,2737638,Small
17,2024 Q4,2024-12-31,Pizzeria,73746,73746,27414,27414,368733,92,143108,107,46332,46332,2737638,Small
17,2025 Q1,2025-03-31,Pizzeria,71769,71769,27092,27092,358846,91,141292,107,44677,44677,2737638,Small
17,2025 Q2,2025-06-30,Pizzeria,61159,61159,23475,23475,305796,91,123123,107,37684,37684,2737638,Small
18,2024 Q2,2024-06-30,Pizzeria,132460,134477,58418,58418,672385,91,306410,115,74042,76059,6317807,Large
18,2024 Q3,2024-09-30,Pizzeria,127328,130325,53877,53877,651625,92,283096,109,73451,76448,6317807,Large
18,2024 Q4,2024-12-31,Pizzeria,156554,161897,64478,64478,809488,92,336572,107,92076,97419,6317807,Large
18,2025 Q1,2025-03-31,Pizzeria,160632,164582,66088,66088,822913,91,344757,107,94544,98494,6317807,Large
18,2025 Q2,2025-06-30,Pizzeria,147485,147485,60160,60160,737427,91,315640,107,87325,87325,6317807,Large
19,2024 Q2,2024-06-30,Pizzeria,96038,111284,50327,50327,556424,91,251635,117,45711,60957,4447816,Medium
19,2024 Q3,2024-09-30,Pizzeria,90211,101589,44117,44117,507946,92,220589,107,46094,57472,4447816,Medium
19,2024 Q4,2024-12-31,Pizzeria,88206,118238,49995,49995,591192,92,249976,107,38211,68243,4447816,Medium
19,2025 Q1,2025-03-31,Pizzeria,92083,111751,48150,48150,558757,91,240753,109,43933,63601,4447816,Medium
19,2025 Q2,2025-06-30,Pizzeria,81488,92285,41220,41220,461426,91,206101,107,40268,51065,4447816,Medium
20,2024 Q2,2024-06-30,Pizzeria,53867,53867,23841,23841,269336,91,119206,115,30026,30026,2374366,Small
20,2024 Q3,2024-09-30,Pizzeria,51708,51708,21724,21724,258544,92,108624,107,29984,29984,2374366,Small
20,2024 Q4,2024-12-31,Pizzeria,62909,62909,25647,25647,314547,92,128239,107,37262,37262,2374366,Small
20,2025 Q1,2025-03-31,Pizzeria,61378,61378,25381,25381,306893,91,126909,107,35997,35997,2374366,Small
20,2025 Q2,2025-06-30,Pizzeria,53612,53613,22624,22624,268065,91,113124,107,30988,30989,2374366,Small
21,2024 Q2,2024-06-30,Pizzeria,108800,110010,47783,47783,550054,91,250837,115,61017,62227,5011352,Medium
21,2024 Q3,2024-09-30,Pizzeria,104794,105960,43538,43538,529803,92,229034,109,61256,62422,5011352,Medium
21,2024 Q4,2024-12-31,Pizzeria,128645,130207,52472,52472,651038,92,273961,107,76173,77735,5011352,Medium
21,2025 Q1,2025-03-31,Pizzeria,128765,130197,53092,53092,650988,91,276979,107,75673,77105,5011352,Medium
21,2025 Q2,2025-06-30,Pizzeria,112568,114051,46982,46982,570255,91,246576,107,65586,67069,5011352,Medium
22,2024 Q2,2024-06-30,Pizzeria,56651,65116,30344,30344,325583,91,151722,117,26307,34772,2978987,Small
22,2024 Q3,2024-09-30,Pizzeria,55594,62676,27680,27679,313382,92,138399,107,27914,34997,2978987,Small
22,2024 Q4,2024-12-31,Pizzeria,58555,76945,33191,33191,384726,92,165956,107,25364,43754,2978987,Small
22,2025 Q1,2025-03-31,Pizzeria,66778,76845,33480,33480,384227,91,167401,107,33298,43365,2978987,Small
22,2025 Q2,2025-06-30,Pizzeria,59687,67215,29702,29702,336076,91,148512,107,29985,37513,2978987,Small
23,2024 Q2,2024-06-30,Pizzeria,93904,93904,44898,44898,469522,91,224494,115,49006,49006,3383826,Medium
23,2024 Q3,2024-09-30,Pizzeria,89411,91050,41752,41752,455252,92,208763,107,47659,49298,3383826,Medium
23,2024 Q4,2024-12-31,Pizzeria,60015,61053,30407,30407,305269,92,152039,107,29608,30646,3383826,Medium
23,2025 Q1,2025-03-31,Pizzeria,62228,63240,32555,32555,316204,91,162778,107,29673,30685,3383826,Medium
23,2025 Q2,2025-06-30,Pizzeria,54345,55229,29550,29550,276146,91,147754,109,24795,25679,3383826,Medium
24,2024 Q2,2024-06-30,Pizzeria,69943,106783,50131,50131,533915,91,250656,115,19812,56652,5081902,Medium
24,2024 Q3,2024-09-30,Pizzeria,64648,103935,46382,46382,519678,92,231910,111,18266,57553,5081902,Medium
24,2024 Q4,2024-12-31,Pizzeria,82849,129452,55784,55784,647261,92,278922,107,27065,73668,5081902,Medium
24,2025 Q1,2025-03-31,Pizzeria,84361,131608,57120,57120,658044,91,285600,107,27241,74488,5081902,Medium
24,2025 Q2,2025-06-30,Pizzeria,74647,117555,51864,51864,587775,91,259321,107,22783,65691,5081902,Medium
25,2024 Q2,2024-06-30,Pizzeria,66444,90277,41674,41673,451389,91,215935,115,24770,48604,3785152,Medium
25,2024 Q3,2024-09-30,Pizzeria,61672,83340,37116,37116,416704,92,192486,107,24556,46224,3785152,Medium
25,2024 Q4,2024-12-31,Pizzeria,72560,98187,42403,42402,490936,92,218784,109,30157,55785,3785152,Medium
25,2025 Q1,2025-03-31,Pizzeria,68949,94064,41442,41442,470322,91,213647,107,27507,52622,3785152,Medium
25,2025 Q2,2025-06-30,Pizzeria,57571,78864,36049,36049,394324,91,186483,107,21522,42815,3785152,Medium
26,2024 Q2,2024-06-30,Pizzeria,65378,70148,30416,30416,350743,91,158082,115,34962,39732,3334949,Medium
26,2024 Q3,2024-09-30,Pizzeria,64059,68293,28112,28112,341467,92,146331,107,35947,40181,3334949,Medium
26,2024 Q4,2024-12-31,Pizzeria,79343,85315,33870,33870,426576,92,175356,109,45473,51445,3334949,Medium
26,2025 Q1,2025-03-31,Pizzeria,81218,87331,34917,34917,436656,91,180687,107,46301,52414,3334949,Medium
26,2025 Q2,2025-06-30,Pizzeria,72922,78920,32005,32005,394602,91,166404,107,40917,46915,3334949,Medium
27,2024 Q2,2024-06-30,Pizzeria,50186,57029,27508,27508,285146,91,137540,117,22678,29521,2928164,Small
27,2024 Q3,2024-09-30,Pizzeria,50826,56536,25839,25839,282683,92,129195,107,24987,30697,2928164,Small
27,2024 Q4,2024-12-31,Pizzeria,62780,72244,31725,31725,361223,92,158627,107,31055,40519,2928164,Small
27,2025 Q1,2025-03-31,Pizzeria,66344,75908,33435,33435,379544,91,167178,107,32909,42473,2928164,Small
27,2025 Q2,2025-06-30,Pizzeria,60728,70450,31403,31403,352253,91,157017,107,29325,39047,2928164,Small
28,2024 Q2,2024-06-30,Pizzeria,106668,195362,89793,89793,976812,91,448968,115,16875,105569,8982458,Large
28,2024 Q3,2024-09-30,Pizzeria,105173,188145,81895,81895,940729,92,409475,107,23278,106250,8982458,Large
28,2024 Q4,2024-12-31,Pizzeria,124647,231685,98266,98266,1158426,92,491331,107,26381,133419,8982458,Large
28,2025 Q1,2025-03-31,Pizzeria,128690,232712,99692,99692,1163561,91,498460,109,28998,133020,8982458,Large
28,2025 Q2,2025-06-30,Pizzeria,115357,205261,89301,89301,1026307,91,446506,107,26056,115960,8982458,Large
29,2024 Q2,2024-06-30,Pizzeria,33224,33594,15820,15820,167973,91,81783,115,17404,17774,2148221,Small
29,2024 Q3,2024-09-30,Pizzeria,38203,38203,16791,16791,191018,92,87040,107,21412,21412,2148221,Small
29,2024 Q4,2024-12-31,Pizzeria,47959,47959,19838,19838,239796,92,102379,107,28121,28121,2148221,Small
29,2025 Q1,2025-03-31,Pizzeria,83391,83391,31412,31412,416958,91,162522,107,51979,51979,2148221,Small
29,2025 Q2,2025-06-30,Pizzeria,52433,52433,21474,21474,262169,91,111425,107,30959,30959,2148221,Small
30,2024 Q2,2024-06-30,Pizzeria,91445,138135,62022,62022,690675,91,310110,115,29423,76113,6270214,Large
30,2024 Q3,2024-09-30,Pizzeria,82026,133159,56933,56933,665795,92,284669,107,25093,76226,6270214,Large
30,2024 Q4,2024-12-31,Pizzeria,82355,163727,67461,67461,818636,92,337308,107,14894,96266,6270214,Large
30,2025 Q1,2025-03-31,Pizzeria,111370,163779,68149,68149,818899,91,340748,107,43221,95630,6270214,Large
30,2025 Q2,2025-06-30,Pizzeria,101597,143498,61110,61110,717492,91,305554,107,40487,82388,6270214,Large
31,2024 Q2,2024-06-30,Pizzeria,48186,49019,24622,24622,245096,91,123111,115,23564,24397,2369282,Small
31,2024 Q3,2024-09-30,Pizzeria,47850,47850,22878,22878,239250,92,114391,107,24972,24972,2369282,Small
31,2024 Q4,2024-12-31,Pizzeria,58641,59534,27277,27277,297670,92,136385,109,31364,32257,2369282,Small
31,2025 Q1,2025-03-31,Pizzeria,59213,60237,27812,27812,301186,91,139060,107,31401,32425,2369282,Small
31,2025 Q2,2025-06-30,Pizzeria,52780,53367,25203,25203,266837,91,126019,107,27577,28164,2369282,Small
32,2024 Q2,2024-06-30,Pizzeria,44034,44796,20879,20879,223984,91,104396,117,23155,23917,2180116,Small
32,2024 Q3,2024-09-30,Pizzeria,38635,39303,17894,17894,196517,92,89474,107,20741,21409,2180116,Small
32,2024 Q4,2024-12-31,Pizzeria,78149,79259,31773,31773,396299,92,158868,107,46376,47486,2180116,Small
32,2025 Q1,2025-03-31,Pizzeria,58993,59649,25283,25283,298245,91,126418,107,33710,34366,2180116,Small
32,2025 Q2,2025-06-30,Pizzeria,46788,47452,20905,20905,237262,91,104528,107,25883,26547,2180116,Small
33,2024 Q2,2024-06-30,Pizzeria,47139,52203,19852,19852,261017,91,100159,115,27287,32351,2185154,Small
33,2024 Q3,2024-09-30,Pizzeria,42632,49514,17947,17947,247572,92,90580,107,24685,31567,2185154,Small
33,2024 Q4,2024-12-31,Pizzeria,45023,59951,21068,21068,299756,92,106191,107,23955,38883,2185154,Small
33,2025 Q1,2025-03-31,Pizzeria,48268,59079,21008,21008,295396,91,105869,107,27260,38071,2185154,Small
33,2025 Q2,2025-06-30,Pizzeria,45500,51009,18584,18584,255049,91,93752,107,26916,32425,2185154,Small
34,2024 Q2,2024-06-30,Pizzeria,54855,55578,24094,24094,277890,91,120474,115,30761,31484,2180480,Small
34,2024 Q3,2024-09-30,Pizzeria,50634,50634,20943,20943,253172,92,104717,107,29691,29691,2180480,Small
34,2024 Q4,2024-12-31,Pizzeria,58059,58824,23747,23747,294120,92,118736,107,34312,35077,2180480,Small
34,2025 Q1,2025-03-31,Pizzeria,54556,55500,22830,22830,277504,91,114154,107,31726,32670,2180480,Small
34,2025 Q2,2025-06-30,Pizzeria,45759,45759,19459,19459,228797,91,97297,107,26300,26300,2180480,Small
35,2024 Q2,2024-06-30,Pizzeria,71624,71624,32636,32636,358120,91,164495,115,38988,38988,3421742,Medium
35,2024 Q3,2024-09-30,Pizzeria,69865,69865,30359,30359,349326,92,153060,107,39506,39506,3421742,Medium
35,2024 Q4,2024-12-31,Pizzeria,87412,87412,36236,36236,437063,92,182502,107,51176,51176,3421742,Medium
35,2025 Q1,2025-03-31,Pizzeria,89458,89457,37297,37297,447289,91,187829,107,52161,52160,3421742,Medium
35,2025 Q2,2025-06-30,Pizzeria,80513,80513,34262,34262,402566,91,172705,109,46251,46251,3421742,Medium
36,2024 Q2,2024-06-30,Pizzeria,67147,67147,26461,26461,335736,91,137380,115,40686,40686,2713163,Small
36,2024 Q3,2024-09-30,Pizzeria,61571,62320,23287,23287,311600,92,121090,107,38284,39033,2713163,Small
36,2024 Q4,2024-12-31,Pizzeria,73820,73820,27248,27248,369104,92,140831,107,46572,46572,2713163,Small
36,2025 Q1,2025-03-31,Pizzeria,71120,71120,26672,26672,355604,91,137748,107,44448,44448,2713163,Small
36,2025 Q2,2025-06-30,Pizzeria,59981,59981,22845,22845,299908,91,118505,109,37136,37136,2713163,Small
37,2024 Q2,2024-06-30,Pizzeria,38444,55635,25313,25313,278179,91,131944,117,13131,30322,1953871,Small
37,2024 Q3,2024-09-30,Pizzeria,28669,44656,19321,19321,223280,92,100721,107,9348,25335,1953871,Small
37,2024 Q4,2024-12-31,Pizzeria,25985,51353,22127,22127,256769,92,114628,107,3858,29226,1953871,Small
37,2025 Q1,2025-03-31,Pizzeria,31732,47010,20610,20610,235053,91,106624,109,11122,26400,1953871,Small
37,2025 Q2,2025-06-30,Pizzeria,19460,28000,13753,13753,140004,91,71311,107,5707,14247,1953871,Small
38,2024 Q2,2024-06-30,Pizzeria,116753,116753,57907,57907,583767,91,289538,115,58846,58846,4864094,Medium
38,2024 Q3,2024-09-30,Pizzeria,107145,107145,50845,50845,535726,92,254227,107,56300,56300,4864094,Medium
38,2024 Q4,2024-12-31,Pizzeria,125409,125409,58102,58102,627047,92,290513,107,67307,67307,4864094,Medium
38,2025 Q1,2025-03-31,Pizzeria,119262,119262,56201,56201,596313,91,281008,109,63061,63061,4864094,Medium
38,2025 Q2,2025-06-30,Pizzeria,99162,99162,48145,48145,495812,91,240726,107,51017,51017,4864094,Medium
39,2024 Q2,2024-06-30,Pizzeria,114530,114530,49730,49730,572654,91,258657,115,64800,64800,5259193,Medium
39,2024 Q3,2024-09-30,Pizzeria,110900,110900,45761,45761,554500,92,238376,107,65139,65139,5259193,Medium
39,2024 Q4,2024-12-31,Pizzeria,136917,136917,54744,54744,684588,92,283558,109,82173,82173,5259193,Medium
39,2025 Q1,2025-03-31,Pizzeria,137487,137487,55500,55500,687439,91,287305,107,81987,81987,5259193,Medium
39,2025 Q2,2025-06-30,Pizzeria,120898,120898,49655,49655,604490,91,258243,107,71243,71243,5259193,Medium
40,2024 Q2,2024-06-30,Pizzeria,44172,46157,21049,21049,230785,91,105247,115,23123,25108,1784746,Small
40,2024 Q3,2024-09-30,Pizzeria,39574,41482,18403,18403,207414,92,92016,107,21171,23079,1784746,Small
40,2024 Q4,2024-12-31,Pizzeria,45387,47476,20371,20371,237380,92,101858,107,25016,27105,1784746,Small
40,2025 Q1,2025-03-31,Pizzeria,42016,44042,19416,19416,220214,91,97081,107,22600,24626,1784746,Small
40,2025 Q2,2025-06-30,Pizzeria,33979,35617,16615,16615,178087,91,83076,107,17364,19002,1784746,Small
41,2024 Q2,2024-06-30,Pizzeria,42905,66726,30602,30602,333630,91,153010,115,12303,36124,2188139,Small
41,2024 Q3,2024-09-30,Pizzeria,34651,57274,25251,25250,286370,92,126254,107,9400,32024,2188139,Small
41,2024 Q4,2024-12-31,Pizzeria,24126,49642,21594,21594,248213,92,107971,107,2532,28048,2188139,Small
41,2025 Q1,2025-03-31,Pizzeria,29490,44614,21168,21168,223070,91,105843,107,8322,23446,2188139,Small
41,2025 Q2,2025-06-30,Pizzeria,33332,48660,21873,21873,243304,91,109367,107,11459,26787,2188139,Small
42,2024 Q2,2024-06-30,Pizzeria,63745,129562,54514,54514,647812,91,285063,115,9231,75048,5704082,Large
42,2024 Q3,2024-09-30,Pizzeria,62933,123640,49637,49637,618201,92,259962,109,13296,74003,5704082,Large
42,2024 Q4,2024-12-31,Pizzeria,72858,149606,58566,58566,748031,92,304694,107,14292,91040,5704082,Large
42,2025 Q1,2025-03-31,Pizzeria,70900,149577,59115,59115,747889,91,307348,107,11785,90462,5704082,Large
42,2025 Q2,2025-06-30,Pizzeria,65299,128542,51814,51814,642713,91,270775,107,13485,76728,5704082,Large
43,2024 Q2,2024-06-30,Pizzeria,39623,44772,22015,22015,223864,91,110077,115,17608,22757,1676240,Small
43,2024 Q3,2024-09-30,Pizzeria,35973,40374,18791,18791,201874,92,93957,107,17182,21583,1676240,Small
43,2024 Q4,2024-12-31,Pizzeria,28752,32673,16379,16379,163369,92,81896,109,12373,16294,1676240,Small
43,2025 Q1,2025-03-31,Pizzeria,44912,50921,23225,23225,254605,91,116128,107,21687,27696,1676240,Small
43,2025 Q2,2025-06-30,Pizzeria,25320,28740,15032,15032,143702,91,75161,107,10288,13708,1676240,Small
44,2024 Q2,2024-06-30,Pizzeria,62546,62546,27933,27933,312734,91,140951,115,34613,34613,2212330,Small
44,2024 Q3,2024-09-30,Pizzeria,46717,46717,19505,19505,233587,92,98420,107,27212,27212,2212330,Small
44,2024 Q4,2024-12-31,Pizzeria,54732,54733,23771,23771,273665,92,119787,109,30961,30962,2212330,Small
44,2025 Q1,2025-03-31,Pizzeria,64746,64746,26557,26557,323731,91,133817,107,38189,38189,2212330,Small
44,2025 Q2,2025-06-30,Pizzeria,41235,41235,18496,18496,206176,91,93265,107,22739,22739,2212330,Small
45,2024 Q2,2024-06-30,Pizzeria,121398,121398,52337,52337,606993,91,263956,115,69061,69061,5438892,Medium
45,2024 Q3,2024-09-30,Pizzeria,116818,116818,47790,47790,584094,92,241106,107,69028,69028,5438892,Medium
45,2024 Q4,2024-12-31,Pizzeria,143405,143405,57039,57039,717029,92,287398,107,86366,86366,5438892,Medium
45,2025 Q1,2025-03-31,Pizzeria,143239,143239,57599,57599,716195,91,290180,107,85640,85640,5438892,Medium
45,2025 Q2,2025-06-30,Pizzeria,123949,125328,51273,51273,626641,91,258575,109,72676,74055,5438892,Medium
46,2024 Q2,2024-06-30,Pizzeria,52118,53073,26584,26584,265368,91,132920,115,25534,26489,2905722,Small
46,2024 Q3,2024-09-30,Pizzeria,59109,60131,27946,27946,300657,92,139733,107,31163,32185,2905722,Small
46,2024 Q4,2024-12-31,Pizzeria,82816,86267,37572,37572,431336,92,187860,107,45244,48695,2905722,Small
46,2025 Q1,2025-03-31,Pizzeria,83526,85580,37487,37486,427903,91,187434,107,46039,48094,2905722,Small
46,2025 Q2,2025-06-30,Pizzeria,62035,63172,28990,28990,315860,91,144951,107,33045,34182,2905722,Small
47,2024 Q2,2024-06-30,Pizzeria,95759,95759,43193,43193,478796,91,215968,115,52566,52566,4388950,Medium
47,2024 Q3,2024-09-30,Pizzeria,92618,92618,39745,39745,463090,92,198729,109,52873,52873,4388950,Medium
47,2024 Q4,2024-12-31,Pizzeria,114274,114274,47177,47177,571374,92,235889,107,67097,67097,4388950,Medium
47,2025 Q1,2025-03-31,Pizzeria,114730,114730,47817,47817,573654,91,239087,109,66913,66913,4388950,Medium
47,2025 Q2,2025-06-30,Pizzeria,100913,100913,43066,43066,504566,91,215332,107,57847,57847,4388950,Medium
48,2024 Q2,2024-06-30,Pizzeria,39870,40601,19133,19133,203006,91,99297,115,20737,21468,2060465,Small
48,2024 Q3,2024-09-30,Pizzeria,55448,56637,23847,23847,283189,92,124337,107,31601,32790,2060465,Small
48,2024 Q4,2024-12-31,Pizzeria,44585,46298,19723,19723,231491,92,101943,107,24862,26575,2060465,Small
48,2025 Q1,2025-03-31,Pizzeria,46576,47478,20774,20774,237392,91,107360,107,25802,26704,2060465,Small
48,2025 Q2,2025-06-30,Pizzeria,42235,42965,19352,19352,214829,91,100484,107,22883,23613,2060465,Small
