BuyerId,VATPeriod,VATDate,BuyerSector,BuyerSizeCategory,TotalObligation,ActualPayment,UnderPayment,TransactionCount,ComplianceRate
690,2024 Q4,2024-12-31,Importer,Small,14385.23,7276.77,7108.43,52,0.5059
690,2025 Q1,2025-03-31,Importer,Small,15039.94,8574.86,6465.09,52,0.5701
690,2025 Q2,2025-06-30,Importer,Small,14579.19,7421.24,7158.03,52,0.509
690,2025 Q3,2025-09-30,Importer,Small,15051.64,10898.0,4153.64,52,0.724
692,2024 Q2,2024-06-30,Importer,Large,46957.46,28732.51,18224.91,168,0.6119
692,2024 Q3,2024-09-30,Importer,Large,41169.41,22986.05,18183.35,156,0.5583
692,2024 Q4,2024-12-31,Importer,Large,39628.34,35459.97,4168.34,156,0.8948
692,2025 Q1,2025-03-31,Importer,Large,43625.56,28526.31,15099.23,156,0.6539
692,2025 Q2,2025-06-30,Importer,Large,45404.27,27375.48,18028.79,157,0.6029
692,2025 Q3,2025-09-30,Importer,Large,40862.05,28131.9,12730.26,156,0.6885
