InvoiceId,Date,VATPeriod,BuyerId,BuyerSector,BuyerSizeCategory,SupplierId,SupplierSector,Good,Quantity,PunktafgiftRate,TotalObligation,ActualPayment,PaymentFactor,ComplianceCategory,UnderPayment
INV497672,2024-04-01,2024 Q2,682,Importer,Small,313,Cafe,Coffee_Beans,4.794982,25.0,119.87,86.41,0.7208,partially_compliant,33.47
INV502017,2024-04-01,2024 Q2,688,Importer,Small,318,Cafe,Coffee_Beans,16.968863,25.0,424.22,412.23,0.9717,compliant,11.99
INV507231,2024-04-01,2024 Q2,692,Importer,Large,324,Cafe,Coffee_Beans,5.379262,25.0,134.48,82.29,0.6119,partially_compliant,52.19
INV515052,2024-04-01,2024 Q2,678,Importer,Medium,333,Cafe,Coffee_Beans,4.497967,25.0,112.45,61.07,0.5431,partially_compliant,51.38
INV517659,2024-04-01,2024 Q2,690,Importer,Small,336,Cafe,Coffee_Beans,4.542594,25.0,113.56,65.15,0.5737,partially_compliant,48.41
INV522004,2024-04-01,2024 Q2,690,Importer,Small,341,Cafe,Coffee_Beans,5.685099,25.0,142.13,81.54,0.5737,partially_compliant,60.59
INV522873,2024-04-01,2024 Q2,686,Importer,Small,342,Cafe,Coffee_Beans,3.60038,25.0,90.01,1.02,0.0113,non_compliant,88.99
INV523742,2024-04-01,2024 Q2,690,Importer,Small,343,Cafe,Coffee_Beans,8.528329,25.0,213.21,122.32,0.5737,partially_compliant,90.89
INV532432,2024-04-01,2024 Q2,686,Importer,Small,353,Cafe,Coffee_Beans,10.022624,25.0,250.57,2.83,0.0113,non_compliant,247.74
INV534170,2024-04-01,2024 Q2,678,Importer,Medium,355,Cafe,Coffee_Beans,14.425841,25.0,360.65,195.87,0.5431,partially_compliant,164.78
INV536777,2024-04-01,2024 Q2,679,Importer,Large,358,Cafe,Coffee_Beans,5.096032,25.0,127.4,66.11,0.5189,partially_compliant,61.29
INV542234,2024-04-01,2024 Q2,673,Importer,Medium,365,Fine_Dine_Meat,Beer,25.790178,3.0,77.37,74.31,0.9604,compliant,3.06
INV544445,2024-04-01,2024 Q2,692,Importer,Large,369,Fine_Dine_Meat,Wine,14.121541,10.67,150.68,92.2,0.6119,partially_compliant,58.48
INV547210,2024-04-01,2024 Q2,675,Importer,Small,374,Fine_Dine_Meat,Wine,17.162744,10.67,183.13,182.38,0.9959,compliant,0.75
INV547211,2024-04-01,2024 Q2,683,Importer,Small,374,Fine_Dine_Meat,Beer,25.744117,3.0,77.23,54.7,0.7083,partially_compliant,22.53
INV549423,2024-04-01,2024 Q2,679,Importer,Large,378,Fine_Dine_Meat,Beer,19.627747,3.0,58.88,30.55,0.5189,partially_compliant,28.33
INV549975,2024-04-01,2024 Q2,686,Importer,Small,379,Fine_Dine_Meat,Wine,34.143033,10.67,364.31,4.11,0.0113,non_compliant,360.2
INV551634,2024-04-01,2024 Q2,677,Importer,Small,382,Fine_Dine_Meat,Wine,13.198275,10.67,140.83,137.61,0.9772,compliant,3.21
INV552740,2024-04-01,2024 Q2,682,Importer,Small,384,Fine_Dine_Meat,Wine,14.436251,10.67,154.03,111.03,0.7208,partially_compliant,43.0
INV552741,2024-04-01,2024 Q2,680,Importer,Medium,384,Fine_Dine_Meat,Beer,21.654377,3.0,64.96,63.0,0.9697,compliant,1.97
INV554952,2024-04-01,2024 Q2,686,Importer,Small,388,Fine_Dine_Meat,Wine,12.219854,10.67,130.39,1.47,0.0113,non_compliant,128.92
INV554953,2024-04-01,2024 Q2,680,Importer,Medium,388,Fine_Dine_Meat,Beer,18.329781,3.0,54.99,53.32,0.9697,compliant,1.67
INV555505,2024-04-01,2024 Q2,680,Importer,Medium,389,Fine_Dine_Meat,Wine,16.925947,10.67,180.6,175.13,0.9697,compliant,5.47
INV556611,2024-04-01,2024 Q2,692,Importer,Large,391,Fine_Dine_Meat,Wine,18.871278,10.67,201.36,123.21,0.6119,partially_compliant,78.15
INV557165,2024-04-01,2024 Q2,692,Importer,Large,392,Fine_Dine_Meat,Beer,22.613353,3.0,67.84,41.51,0.6119,partially_compliant,26.33
INV558270,2024-04-01,2024 Q2,679,Importer,Large,394,Fine_Dine_Meat,Wine,25.106252,10.67,267.88,139.0,0.5189,partially_compliant,128.88
INV558823,2024-04-01,2024 Q2,686,Importer,Small,395,Fine_Dine_Meat,Wine,30.601178,10.67,326.51,3.68,0.0113,non_compliant,322.83
INV559377,2024-04-01,2024 Q2,685,Importer,Small,396,Fine_Dine_Meat,Beer,54.343618,3.0,163.03,158.94,0.9749,compliant,4.09
INV559930,2024-04-01,2024 Q2,675,Importer,Small,397,Fine_Dine_Meat,Beer,22.249567,3.0,66.75,66.48,0.9959,compliant,0.27
INV561035,2024-04-01,2024 Q2,673,Importer,Medium,399,Fine_Dine_Meat,Wine,28.10437,10.67,299.87,288.0,0.9604,compliant,11.87
INV566012,2024-04-01,2024 Q2,681,Importer,Small,408,Fine_Dine_Meat,Wine,30.148194,10.67,321.68,0.0,0.0,non_compliant,321.68
INV567671,2024-04-01,2024 Q2,673,Importer,Medium,411,Fine_Dine_Meat,Wine,14.834264,10.67,158.28,152.02,0.9604,compliant,6.27
INV567672,2024-04-01,2024 Q2,673,Importer,Medium,411,Fine_Dine_Meat,Beer,22.251396,3.0,66.75,64.11,0.9604,compliant,2.64
INV568224,2024-04-01,2024 Q2,680,Importer,Medium,412,Fine_Dine_Meat,Wine,31.289841,10.67,333.86,323.75,0.9697,compliant,10.11
INV569330,2024-04-01,2024 Q2,689,Importer,Small,414,Fine_Dine_Meat,Wine,27.491936,10.67,293.34,289.52,0.987,compliant,3.82
INV570436,2024-04-01,2024 Q2,680,Importer,Medium,416,Fine_Dine_Meat,Wine,17.812766,10.67,190.06,184.31,0.9697,compliant,5.76
INV571542,2024-04-01,2024 Q2,675,Importer,Small,418,Fine_Dine_Meat,Wine,31.809574,10.67,339.41,338.02,0.9959,compliant,1.39
INV573754,2024-04-01,2024 Q2,673,Importer,Medium,422,Fine_Dine_Meat,Wine,17.890006,10.67,190.89,183.33,0.9604,compliant,7.56
INV576519,2024-04-01,2024 Q2,678,Importer,Medium,427,Fine_Dine_Meat,Wine,18.187194,10.67,194.06,105.39,0.5431,partially_compliant,88.67
INV577072,2024-04-01,2024 Q2,689,Importer,Small,428,Fine_Dine_Meat,Wine,12.600978,10.67,134.45,132.7,0.987,compliant,1.75
INV578178,2024-04-01,2024 Q2,685,Importer,Small,430,Fine_Dine_Meat,Wine,30.23585,10.67,322.62,314.52,0.9749,compliant,8.09
INV578731,2024-04-01,2024 Q2,692,Importer,Large,431,Fine_Dine_Meat,Wine,16.539501,10.67,176.48,107.98,0.6119,partially_compliant,68.49
INV579284,2024-04-01,2024 Q2,673,Importer,Medium,432,Fine_Dine_Meat,Wine,35.197245,10.67,375.55,360.69,0.9604,compliant,14.87
INV579838,2024-04-01,2024 Q2,679,Importer,Large,433,Fine_Dine_Meat,Beer,17.585013,3.0,52.76,27.37,0.5189,partially_compliant,25.38
INV580391,2024-04-01,2024 Q2,692,Importer,Large,434,Fine_Dine_Meat,Beer,22.881693,3.0,68.65,42.0,0.6119,partially_compliant,26.64
INV580944,2024-04-01,2024 Q2,687,Importer,Medium,435,Fine_Dine_Meat,Beer,37.678278,3.0,113.03,86.1,0.7617,partially_compliant,26.93
INV583708,2024-04-01,2024 Q2,679,Importer,Large,440,Fine_Dine_Meat,Wine,16.079059,10.67,171.56,89.02,0.5189,partially_compliant,82.54
INV583709,2024-04-01,2024 Q2,692,Importer,Large,440,Fine_Dine_Meat,Beer,24.118589,3.0,72.36,44.27,0.6119,partially_compliant,28.08
INV587579,2024-04-01,2024 Q2,686,Importer,Small,447,Fine_Dine_Vegetarian,Wine,22.076818,10.67,235.56,2.66,0.0113,non_compliant,232.9
INV588132,2024-04-01,2024 Q2,679,Importer,Large,448,Fine_Dine_Vegetarian,Wine,40.587386,10.67,433.07,224.72,0.5189,partially_compliant,208.35
INV588685,2024-04-01,2024 Q2,692,Importer,Large,449,Fine_Dine_Vegetarian,Wine,42.148197,10.67,449.72,275.18,0.6119,partially_compliant,174.54
INV589238,2024-04-01,2024 Q2,680,Importer,Medium,450,Fine_Dine_Vegetarian,Wine,58.87781,10.67,628.23,609.2,0.9697,compliant,19.03
INV590897,2024-04-01,2024 Q2,682,Importer,Small,453,Fine_Dine_Vegetarian,Wine,40.163222,10.67,428.54,308.9,0.7208,partially_compliant,119.64
INV592556,2024-04-01,2024 Q2,675,Importer,Small,456,Fine_Dine_Vegetarian,Wine,16.930159,10.67,180.64,179.91,0.9959,compliant,0.74
INV594215,2024-04-01,2024 Q2,673,Importer,Medium,459,Fine_Dine_Vegetarian,Wine,19.961143,10.67,212.99,204.55,0.9604,compliant,8.43
INV595874,2024-04-01,2024 Q2,673,Importer,Medium,462,Fine_Dine_Vegetarian,Wine,15.180136,10.67,161.97,155.56,0.9604,compliant,6.41
INV596427,2024-04-01,2024 Q2,690,Importer,Small,463,Fine_Dine_Vegetarian,Wine,35.198278,10.67,375.57,215.46,0.5737,partially_compliant,160.11
INV596980,2024-04-01,2024 Q2,677,Importer,Small,464,Fine_Dine_Vegetarian,Wine,19.857903,10.67,211.88,207.05,0.9772,compliant,4.83
INV599745,2024-04-01,2024 Q2,682,Importer,Small,469,Fine_Dine_Vegetarian,Wine,17.896999,10.67,190.96,137.65,0.7208,partially_compliant,53.31
INV601404,2024-04-01,2024 Q2,689,Importer,Small,472,Fine_Dine_Vegetarian,Wine,17.241636,10.67,183.97,181.57,0.987,compliant,2.39
INV603616,2024-04-01,2024 Q2,692,Importer,Large,476,Fine_Dine_Vegetarian,Wine,18.471376,10.67,197.09,120.6,0.6119,partially_compliant,76.49
INV605275,2024-04-01,2024 Q2,673,Importer,Medium,479,Fine_Dine_Vegetarian,Wine,12.663244,10.67,135.12,129.77,0.9604,compliant,5.35
INV607487,2024-04-01,2024 Q2,675,Importer,Small,483,Fine_Dine_Vegetarian,Wine,17.302525,10.67,184.62,183.86,0.9959,compliant,0.75
INV609146,2024-04-01,2024 Q2,692,Importer,Large,486,Fine_Dine_Vegetarian,Wine,31.337299,10.67,334.37,204.6,0.6119,partially_compliant,129.77
INV613570,2024-04-01,2024 Q2,686,Importer,Small,494,Fine_Dine_Vegetarian,Wine,15.704021,10.67,167.56,1.89,0.0113,non_compliant,165.67
INV616888,2024-04-01,2024 Q2,673,Importer,Medium,500,Fine_Dine_Vegetarian,Wine,21.42219,10.67,228.57,219.53,0.9604,compliant,9.05
INV402093,2024-04-06,2024 Q2,692,Importer,Large,203,Cafe,Coffee_Beans,25.15306,25.0,628.83,384.77,0.6119,partially_compliant,244.06
INV403831,2024-04-06,2024 Q2,680,Importer,Medium,205,Cafe,Coffee_Beans,5.307637,25.0,132.69,128.67,0.9697,compliant,4.02
INV405569,2024-04-06,2024 Q2,684,Importer,Medium,207,Cafe,Coffee_Beans,6.15661,25.0,153.92,149.42,0.9708,compliant,4.49
INV415128,2024-04-06,2024 Q2,677,Importer,Small,218,Cafe,Coffee_Beans,14.00242,25.0,350.06,342.07,0.9772,compliant,7.99
INV420342,2024-04-06,2024 Q2,686,Importer,Small,224,Cafe,Coffee_Beans,3.549591,25.0,88.74,1.0,0.0113,non_compliant,87.74
INV423818,2024-04-06,2024 Q2,677,Importer,Small,228,Cafe,Coffee_Beans,5.471606,25.0,136.79,133.67,0.9772,compliant,3.12
INV425556,2024-04-06,2024 Q2,682,Importer,Small,230,Cafe,Coffee_Beans,6.147066,25.0,153.68,110.77,0.7208,partially_compliant,42.9
INV426425,2024-04-06,2024 Q2,681,Importer,Small,231,Cafe,Coffee_Beans,5.971718,25.0,149.29,0.0,0.0,non_compliant,149.29
INV429032,2024-04-06,2024 Q2,673,Importer,Medium,234,Cafe,Coffee_Beans,5.584312,25.0,139.61,134.08,0.9604,compliant,5.53
INV429901,2024-04-06,2024 Q2,673,Importer,Medium,235,Cafe,Coffee_Beans,26.538058,25.0,663.45,637.18,0.9604,compliant,26.27
INV431639,2024-04-06,2024 Q2,683,Importer,Small,237,Cafe,Coffee_Beans,13.599342,25.0,339.98,240.8,0.7083,partially_compliant,99.19
INV437722,2024-04-06,2024 Q2,682,Importer,Small,244,Cafe,Coffee_Beans,6.804491,25.0,170.11,122.62,0.7208,partially_compliant,47.49
INV439460,2024-04-06,2024 Q2,688,Importer,Small,246,Cafe,Coffee_Beans,7.222409,25.0,180.56,175.46,0.9717,compliant,5.11
INV444674,2024-04-06,2024 Q2,675,Importer,Small,252,Cafe,Coffee_Beans,6.741927,25.0,168.55,167.86,0.9959,compliant,0.69
INV448150,2024-04-06,2024 Q2,678,Importer,Medium,256,Cafe,Coffee_Beans,10.666606,25.0,266.67,144.83,0.5431,partially_compliant,121.84
INV449019,2024-04-06,2024 Q2,680,Importer,Medium,257,Cafe,Coffee_Beans,26.899558,25.0,672.49,652.12,0.9697,compliant,20.37
INV454233,2024-04-06,2024 Q2,675,Importer,Small,263,Cafe,Coffee_Beans,4.928666,25.0,123.22,122.71,0.9959,compliant,0.5
INV459447,2024-04-06,2024 Q2,677,Importer,Small,269,Cafe,Coffee_Beans,4.884987,25.0,122.12,119.34,0.9772,compliant,2.79
INV463792,2024-04-06,2024 Q2,673,Importer,Medium,274,Cafe,Coffee_Beans,6.565173,25.0,164.13,157.63,0.9604,compliant,6.5
INV464661,2024-04-06,2024 Q2,689,Importer,Small,275,Cafe,Coffee_Beans,6.39357,25.0,159.84,157.76,0.987,compliant,2.08
INV465530,2024-04-06,2024 Q2,692,Importer,Large,276,Cafe,Coffee_Beans,6.047211,25.0,151.18,92.5,0.6119,partially_compliant,58.68
INV469875,2024-04-06,2024 Q2,689,Importer,Small,281,Cafe,Coffee_Beans,10.907762,25.0,272.69,269.14,0.987,compliant,3.55
INV475089,2024-04-06,2024 Q2,680,Importer,Medium,287,Cafe,Coffee_Beans,6.163117,25.0,154.08,149.41,0.9697,compliant,4.67
INV477696,2024-04-06,2024 Q2,675,Importer,Small,290,Cafe,Coffee_Beans,4.964771,25.0,124.12,123.61,0.9959,compliant,0.51
INV483779,2024-04-06,2024 Q2,689,Importer,Small,297,Cafe,Coffee_Beans,10.363764,25.0,259.09,255.72,0.987,compliant,3.37
INV484648,2024-04-06,2024 Q2,674,Importer,Small,298,Cafe,Coffee_Beans,5.720236,25.0,143.01,138.62,0.9694,compliant,4.38
INV489862,2024-04-06,2024 Q2,682,Importer,Small,304,Cafe,Coffee_Beans,5.019866,25.0,125.5,90.46,0.7208,partially_compliant,35.04
INV490731,2024-04-06,2024 Q2,682,Importer,Small,305,Cafe,Coffee_Beans,5.218192,25.0,130.45,94.03,0.7208,partially_compliant,36.42
INV495945,2024-04-06,2024 Q2,680,Importer,Medium,311,Cafe,Coffee_Beans,6.25097,25.0,156.27,151.54,0.9697,compliant,4.73
INV496814,2024-04-06,2024 Q2,689,Importer,Small,312,Cafe,Coffee_Beans,7.205576,25.0,180.14,177.79,0.987,compliant,2.34
INV497683,2024-04-06,2024 Q2,682,Importer,Small,313,Cafe,Coffee_Beans,6.350762,25.0,158.77,114.44,0.7208,partially_compliant,44.33
INV502028,2024-04-06,2024 Q2,688,Importer,Small,318,Cafe,Coffee_Beans,18.944742,25.0,473.62,460.23,0.9717,compliant,13.39
INV507242,2024-04-06,2024 Q2,692,Importer,Large,324,Cafe,Coffee_Beans,6.784991,25.0,169.62,103.79,0.6119,partially_compliant,65.83
INV515063,2024-04-06,2024 Q2,678,Importer,Medium,333,Cafe,Coffee_Beans,5.673392,25.0,141.83,77.03,0.5431,partially_compliant,64.8
INV517670,2024-04-06,2024 Q2,690,Importer,Small,336,Cafe,Coffee_Beans,6.276844,25.0,156.92,90.02,0.5737,partially_compliant,66.9
INV522015,2024-04-06,2024 Q2,690,Importer,Small,341,Cafe,Coffee_Beans,7.17075,25.0,179.27,102.85,0.5737,partially_compliant,76.42
INV522884,2024-04-06,2024 Q2,686,Importer,Small,342,Cafe,Coffee_Beans,4.541245,25.0,113.53,1.28,0.0113,non_compliant,112.25
INV523753,2024-04-06,2024 Q2,690,Importer,Small,343,Cafe,Coffee_Beans,10.994035,25.0,274.85,157.68,0.5737,partially_compliant,117.17
INV532443,2024-04-06,2024 Q2,686,Importer,Small,353,Cafe,Coffee_Beans,12.641774,25.0,316.04,3.56,0.0113,non_compliant,312.48
INV534181,2024-04-06,2024 Q2,678,Importer,Medium,355,Cafe,Coffee_Beans,18.195656,25.0,454.89,247.05,0.5431,partially_compliant,207.84
INV536788,2024-04-06,2024 Q2,679,Importer,Large,358,Cafe,Coffee_Beans,6.427746,25.0,160.69,83.38,0.5189,partially_compliant,77.31
INV542241,2024-04-06,2024 Q2,673,Importer,Medium,365,Fine_Dine_Meat,Beer,32.249671,3.0,96.75,92.92,0.9604,compliant,3.83
INV544452,2024-04-06,2024 Q2,692,Importer,Large,369,Fine_Dine_Meat,Wine,17.658468,10.67,188.42,115.29,0.6119,partially_compliant,73.13
INV547217,2024-04-06,2024 Q2,675,Importer,Small,374,Fine_Dine_Meat,Wine,21.461381,10.67,228.99,228.06,0.9959,compliant,0.94
INV547218,2024-04-06,2024 Q2,683,Importer,Small,374,Fine_Dine_Meat,Beer,32.192072,3.0,96.58,68.4,0.7083,partially_compliant,28.17
INV549430,2024-04-06,2024 Q2,679,Importer,Large,378,Fine_Dine_Meat,Beer,24.543777,3.0,73.63,38.21,0.5189,partially_compliant,35.42
INV549982,2024-04-06,2024 Q2,686,Importer,Small,379,Fine_Dine_Meat,Wine,42.694608,10.67,455.55,5.14,0.0113,non_compliant,450.41
INV551641,2024-04-06,2024 Q2,677,Importer,Small,382,Fine_Dine_Meat,Wine,15.184679,10.67,162.02,158.32,0.9772,compliant,3.7
INV552747,2024-04-06,2024 Q2,682,Importer,Small,384,Fine_Dine_Meat,Wine,18.052002,10.67,192.61,138.84,0.7208,partially_compliant,53.78
INV552748,2024-04-06,2024 Q2,680,Importer,Medium,384,Fine_Dine_Meat,Beer,27.078003,3.0,81.23,78.77,0.9697,compliant,2.46
INV554959,2024-04-06,2024 Q2,686,Importer,Small,388,Fine_Dine_Meat,Wine,15.702437,10.67,167.55,1.89,0.0113,non_compliant,165.66
INV554960,2024-04-06,2024 Q2,680,Importer,Medium,388,Fine_Dine_Meat,Beer,23.553655,3.0,70.66,68.52,0.9697,compliant,2.14
INV555512,2024-04-06,2024 Q2,680,Importer,Medium,389,Fine_Dine_Meat,Wine,21.165275,10.67,225.83,218.99,0.9697,compliant,6.84
INV556618,2024-04-06,2024 Q2,692,Importer,Large,391,Fine_Dine_Meat,Wine,23.59784,10.67,251.79,154.07,0.6119,partially_compliant,97.72
INV557172,2024-04-06,2024 Q2,692,Importer,Large,392,Fine_Dine_Meat,Beer,30.500193,3.0,91.5,55.99,0.6119,partially_compliant,35.51
INV558277,2024-04-06,2024 Q2,679,Importer,Large,394,Fine_Dine_Meat,Wine,31.394447,10.67,334.98,173.82,0.5189,partially_compliant,161.16
INV558830,2024-04-06,2024 Q2,686,Importer,Small,395,Fine_Dine_Meat,Wine,38.265649,10.67,408.29,4.6,0.0113,non_compliant,403.69
INV559384,2024-04-06,2024 Q2,685,Importer,Small,396,Fine_Dine_Meat,Beer,67.954698,3.0,203.86,198.75,0.9749,compliant,5.11
INV559937,2024-04-06,2024 Q2,675,Importer,Small,397,Fine_Dine_Meat,Beer,26.694859,3.0,80.08,79.76,0.9959,compliant,0.33
INV561042,2024-04-06,2024 Q2,673,Importer,Medium,399,Fine_Dine_Meat,Wine,35.143482,10.67,374.98,360.14,0.9604,compliant,14.85
INV566019,2024-04-06,2024 Q2,681,Importer,Small,408,Fine_Dine_Meat,Wine,37.699209,10.67,402.25,0.0,0.0,non_compliant,402.25
INV567678,2024-04-06,2024 Q2,673,Importer,Medium,411,Fine_Dine_Meat,Wine,18.549702,10.67,197.93,190.09,0.9604,compliant,7.84
INV567679,2024-04-06,2024 Q2,673,Importer,Medium,411,Fine_Dine_Meat,Beer,27.824553,3.0,83.47,80.17,0.9604,compliant,3.3
INV568231,2024-04-06,2024 Q2,680,Importer,Medium,412,Fine_Dine_Meat,Wine,39.126796,10.67,417.48,404.84,0.9697,compliant,12.65
INV569337,2024-04-06,2024 Q2,689,Importer,Small,414,Fine_Dine_Meat,Wine,35.036913,10.67,373.84,368.98,0.987,compliant,4.87
INV570443,2024-04-06,2024 Q2,680,Importer,Medium,416,Fine_Dine_Meat,Wine,22.27421,10.67,237.67,230.47,0.9697,compliant,7.2
INV571549,2024-04-06,2024 Q2,675,Importer,Small,418,Fine_Dine_Meat,Wine,39.776704,10.67,424.42,422.68,0.9959,compliant,1.73
INV573761,2024-04-06,2024 Q2,673,Importer,Medium,422,Fine_Dine_Meat,Wine,22.370796,10.67,238.7,229.25,0.9604,compliant,9.45
INV576526,2024-04-06,2024 Q2,678,Importer,Medium,427,Fine_Dine_Meat,Wine,22.742418,10.67,242.66,131.79,0.5431,partially_compliant,110.87
INV577079,2024-04-06,2024 Q2,689,Importer,Small,428,Fine_Dine_Meat,Wine,15.757061,10.67,168.13,165.94,0.987,compliant,2.19
INV578185,2024-04-06,2024 Q2,685,Importer,Small,430,Fine_Dine_Meat,Wine,39.571412,10.67,422.23,411.64,0.9749,compliant,10.59
INV578738,2024-04-06,2024 Q2,692,Importer,Large,431,Fine_Dine_Meat,Wine,20.682039,10.67,220.68,135.03,0.6119,partially_compliant,85.65
INV579291,2024-04-06,2024 Q2,673,Importer,Medium,432,Fine_Dine_Meat,Wine,44.012862,10.67,469.62,451.02,0.9604,compliant,18.59
INV579845,2024-04-06,2024 Q2,679,Importer,Large,433,Fine_Dine_Meat,Beer,20.194387,3.0,60.58,31.44,0.5189,partially_compliant,29.15
INV580398,2024-04-06,2024 Q2,692,Importer,Large,434,Fine_Dine_Meat,Beer,28.612716,3.0,85.84,52.52,0.6119,partially_compliant,33.32
INV580951,2024-04-06,2024 Q2,687,Importer,Medium,435,Fine_Dine_Meat,Beer,43.544769,3.0,130.63,99.51,0.7617,partially_compliant,31.13
INV583715,2024-04-06,2024 Q2,679,Importer,Large,440,Fine_Dine_Meat,Wine,20.106273,10.67,214.53,111.32,0.5189,partially_compliant,103.21
INV583716,2024-04-06,2024 Q2,692,Importer,Large,440,Fine_Dine_Meat,Beer,30.159409,3.0,90.48,55.36,0.6119,partially_compliant,35.12
INV587586,2024-04-06,2024 Q2,686,Importer,Small,447,Fine_Dine_Vegetarian,Wine,27.60625,10.67,294.56,3.32,0.0113,non_compliant,291.24
INV588139,2024-04-06,2024 Q2,679,Importer,Large,448,Fine_Dine_Vegetarian,Wine,50.753035,10.67,541.53,281.0,0.5189,partially_compliant,260.54
INV588692,2024-04-06,2024 Q2,692,Importer,Large,449,Fine_Dine_Vegetarian,Wine,60.60286,10.67,646.63,395.66,0.6119,partially_compliant,250.97
INV589245,2024-04-06,2024 Q2,680,Importer,Medium,450,Fine_Dine_Vegetarian,Wine,73.624539,10.67,785.57,761.78,0.9697,compliant,23.79
