CompanyId,VATPeriod,VATDate,Sector,SizeCategory,TotalObligation,ActualPayment,UnderPayment,TransactionCount,ComplianceRate
2016,2025 Q1,2025-03-31,Importer,Medium,110756.76,6714.72,104041.95999999999,73,0.0606
2016,2025 Q2,2025-06-30,Importer,Medium,124983.07,0.0,124983.07,78,0.0
2016,2025 Q3,2025-09-30,Importer,Medium,130335.18,0.0,130335.18,86,0.0
2017,2023 Q1,2023-03-31,Importer,Medium,123267.6,55547.659999999996,67719.95999999999,114,0.4506
2017,2023 Q2,2023-06-30,Importer,Medium,115559.26,69017.06,46542.229999999996,106,0.5972
2017,2023 Q3,2023-09-30,Importer,Medium,116361.35,76117.81,40243.63,104,0.6542
2017,2023 Q4,2023-12-31,Importer,Medium,119528.47,84249.76,35278.73,104,0.7049
2017,2024 Q1,2024-03-31,Importer,Medium,127152.8,74922.53,52230.26,105,0.5892
2017,2024 Q2,2024-06-30,Importer,Medium,123014.49,76536.14,46478.41,105,0.6222
2017,2024 Q3,2024-09-30,Importer,Medium,121458.38,108408.99,13049.31,104,0.8926
2017,2024 Q4,2024-12-31,Importer,Medium,144946.48,137699.15,7247.35,114,0.95
2017,2025 Q1,2025-03-31,Importer,Medium,126128.64,106768.11,19360.54,97,0.8465
2017,2025 Q2,2025-06-30,Importer,Medium,133043.51,86116.55,46926.9,104,0.6473
2017,2025 Q3,2025-09-30,Importer,Medium,130887.63,71503.23,59384.38,112,0.5463
2018,2023 Q1,2023-03-31,Importer,Small,97654.81999999999,97461.83,192.93,70,0.998
2018,2023 Q2,2023-06-30,Importer,Small,89107.64,87815.49,1292.14,66,0.9855
2018,2023 Q3,2023-09-30,Importer,Small,91591.96,89122.62,2469.33,65,0.973
2018,2023 Q4,2023-12-31,Importer,Small,96016.07,93875.0,2141.06,66,0.9777
2018,2024 Q1,2024-03-31,Importer,Small,105473.7,105473.7,0.0,65,1.0
2018,2024 Q2,2024-06-30,Importer,Small,91964.55,88797.82,3166.68,65,0.9656
2018,2024 Q3,2024-09-30,Importer,Small,92858.54,90487.97,2370.54,66,0.9745
2018,2024 Q4,2024-12-31,Importer,Small,112547.07,109856.29000000001,2690.78,70,0.9761
2018,2025 Q1,2025-03-31,Importer,Small,100243.43,97934.51,2308.93,60,0.977
2018,2025 Q2,2025-06-30,Importer,Small,101753.49,101197.55,555.92,66,0.9945
2018,2025 Q3,2025-09-30,Importer,Small,95982.69,95255.41,727.28,70,0.9924
2020,2023 Q1,2023-03-31,Importer,Small,63372.89,48216.14,15156.82,56,0.7608
2020,2023 Q2,2023-06-30,Importer,Small,71705.64,42498.86,29206.79,53,0.5927
2020,2023 Q3,2023-09-30,Importer,Small,64822.74,41815.08,23007.59,52,0.6451
2020,2023 Q4,2023-12-31,Importer,Small,59557.8,40540.58,19017.18,53,0.6807
2020,2024 Q1,2024-03-31,Importer,Small,66244.88,39018.75,27226.14,53,0.589
2020,2024 Q2,2024-06-30,Importer,Small,81659.8,65478.3,16181.52,52,0.8018
2020,2024 Q3,2024-09-30,Importer,Small,81670.2,58694.42,22975.77,53,0.7187
2020,2024 Q4,2024-12-31,Importer,Small,78763.17,42084.55,36678.65,58,0.5343
2020,2025 Q1,2025-03-31,Importer,Small,73664.81999999999,53230.57,20434.21,49,0.7226
2020,2025 Q2,2025-06-30,Importer,Small,85631.56,37206.11,48425.45,53,0.4345
2020,2025 Q3,2025-09-30,Importer,Small,75129.96,36856.42,38273.55,57,0.4906
2021,2023 Q1,2023-03-31,Importer,Small,10932.12,8679.03,2253.08,30,0.7939
2021,2023 Q2,2023-06-30,Importer,Small,9089.58,4983.7699999999995,4105.79,27,0.5483
2021,2023 Q3,2023-09-30,Importer,Small,7815.48,5675.96,2139.5099999999998,26,0.7262
2021,2023 Q4,2023-12-31,Importer,Small,8419.34,4981.4800000000005,3437.86,26,0.5917
2021,2024 Q1,2024-03-31,Importer,Small,8830.08,7819.87,1010.23,26,0.8856
2021,2024 Q2,2024-06-30,Importer,Small,11164.57,5774.31,5390.25,26,0.5172
2021,2024 Q3,2024-09-30,Importer,Small,8828.75,5987.55,2841.22,26,0.6782
2021,2024 Q4,2024-12-31,Importer,Small,9134.13,4315.34,4818.81,28,0.4724
2021,2025 Q1,2025-03-31,Importer,Small,8435.27,7433.29,1001.96,25,0.8812
2021,2025 Q2,2025-06-30,Importer,Small,9803.23,5173.45,4629.79,27,0.5277
2021,2025 Q3,2025-09-30,Importer,Small,8001.82,6724.62,1277.23,28,0.8404
2022,2023 Q1,2023-03-31,Importer,Small,129156.84,12915.65,116241.18,85,0.1
2022,2023 Q2,2023-06-30,Importer,Small,113028.6,11302.83,101725.81,79,0.1
2022,2023 Q3,2023-09-30,Importer,Small,110909.96,7587.84,103322.2,79,0.0684
2022,2023 Q4,2023-12-31,Importer,Small,129289.73,0.0,129289.73,80,0.0
2022,2024 Q1,2024-03-31,Importer,Small,121255.89,0.0,121255.89,78,0.0
2022,2024 Q2,2024-06-30,Importer,Small,116895.75,7482.46,109413.27,78,0.064
2022,2024 Q3,2024-09-30,Importer,Small,115475.78,0.0,115475.78,78,0.0
2022,2024 Q4,2024-12-31,Importer,Small,143394.43,10922.57,132471.88,85,0.0762
2022,2025 Q1,2025-03-31,Importer,Small,121986.68,5223.98,116762.68,72,0.0428
2022,2025 Q2,2025-06-30,Importer,Small,124048.05,0.0,124048.05,78,0.0
2022,2025 Q3,2025-09-30,Importer,Small,125634.59,0.0,125634.59,85,0.0
2023,2023 Q1,2023-03-31,Importer,Small,74450.84,50285.29,24165.64,70,0.6754
2023,2023 Q2,2023-06-30,Importer,Small,68989.96,42475.1,26514.79,65,0.6157
2023,2023 Q3,2023-09-30,Importer,Small,71466.48,67893.21,3573.33,65,0.95
2023,2023 Q4,2023-12-31,Importer,Small,76490.98,49843.45,26647.51,66,0.6516
2023,2024 Q1,2024-03-31,Importer,Small,73362.26,67636.15,5726.11,65,0.9219
2023,2024 Q2,2024-06-30,Importer,Small,78777.17,42430.23,36347.0,66,0.5386
2023,2024 Q3,2024-09-30,Importer,Small,78535.53,59797.81,18737.760000000002,66,0.7614
2023,2024 Q4,2024-12-31,Importer,Small,88042.29,38773.33,49268.95,70,0.4404
2023,2025 Q1,2025-03-31,Importer,Small,72828.54,38070.82,34757.770000000004,60,0.5227
2023,2025 Q2,2025-06-30,Importer,Small,86479.92,68159.03,18320.93,65,0.7881
2023,2025 Q3,2025-09-30,Importer,Small,87567.38,49616.270000000004,37951.12,70,0.5666
2024,2023 Q1,2023-03-31,Importer,Small,12005.46,8305.73,3699.69,28,0.6918
2024,2023 Q2,2023-06-30,Importer,Small,12308.43,7719.22,4589.16,26,0.6271
2024,2023 Q3,2023-09-30,Importer,Small,13128.17,9417.44,3710.71,28,0.7173
2024,2023 Q4,2023-12-31,Importer,Small,12057.4,8018.76,4038.67,27,0.665
2024,2024 Q1,2024-03-31,Importer,Small,11759.9,9292.35,2467.55,26,0.7902
2024,2024 Q2,2024-06-30,Importer,Small,13376.699999999999,9321.9,4054.77,27,0.6969
2024,2024 Q3,2024-09-30,Importer,Small,13353.28,9613.81,3739.45,27,0.72
2024,2024 Q4,2024-12-31,Importer,Small,13229.28,7273.82,5955.43,28,0.5498
2024,2025 Q1,2025-03-31,Importer,Small,11246.98,5922.110000000001,5324.86,24,0.5266
2024,2025 Q2,2025-06-30,Importer,Small,13137.79,9893.74,3244.06,26,0.7531
2024,2025 Q3,2025-09-30,Importer,Small,13451.39,6826.15,6625.22,29,0.5075
2025,2023 Q1,2023-03-31,Importer,Small,11215.789999999999,5765.6,5450.2,14,0.5141
2025,2023 Q2,2023-06-30,Importer,Small,12754.03,6983.9400000000005,5770.07,14,0.5476
2025,2023 Q3,2023-09-30,Importer,Small,10910.15,8777.49,2132.63,13,0.8045
2025,2023 Q4,2023-12-31,Importer,Small,12096.82,7247.0,4849.84,15,0.5991
2025,2024 Q1,2024-03-31,Importer,Small,11286.68,7185.15,4101.52,14,0.6366
2025,2024 Q2,2024-06-30,Importer,Small,10601.51,7179.83,3421.69,13,0.6772
2025,2024 Q3,2024-09-30,Importer,Small,10757.09,6715.23,4041.88,13,0.6243
2025,2024 Q4,2024-12-31,Importer,Small,14406.26,7014.92,7391.34,14,0.4869
2025,2025 Q1,2025-03-31,Importer,Small,12244.0,7327.38,4916.65,13,0.5984
2025,2025 Q2,2025-06-30,Importer,Small,10081.3,9485.380000000001,595.92,14,0.9409
2025,2025 Q3,2025-09-30,Importer,Small,10694.34,5016.75,5677.62,15,0.4691
2026,2023 Q1,2023-03-31,Importer,Small,71657.24,52761.45,18895.760000000002,14,0.7363
2026,2023 Q2,2023-06-30,Importer,Small,70249.31,61489.71,8759.619999999999,14,0.8753
2026,2023 Q3,2023-09-30,Importer,Small,74814.11,53621.34,21192.78,15,0.7167
2026,2023 Q4,2023-12-31,Importer,Small,77623.3,45613.17,32010.13,13,0.5876
2026,2024 Q1,2024-03-31,Importer,Small,81681.68,54496.48,27185.21,14,0.6672
2026,2024 Q2,2024-06-30,Importer,Small,73239.6,41719.19,31520.43,13,0.5696
2026,2024 Q3,2024-09-30,Importer,Small,75004.11,43003.56,32000.53,14,0.5733
2026,2024 Q4,2024-12-31,Importer,Small,86580.5,60588.29,25992.19,14,0.6998
2026,2025 Q1,2025-03-31,Importer,Small,84745.73,61254.18,23491.56,13,0.7228
2026,2025 Q2,2025-06-30,Importer,Small,80338.25,54044.06,26294.22,13,0.6727
2026,2025 Q3,2025-09-30,Importer,Small,77912.59,51929.45,25983.14,14,0.6665
2027,2023 Q1,2023-03-31,Importer,Small,170219.2,166936.2,3282.9700000000003,127,0.9807
2027,2023 Q2,2023-06-30,Importer,Small,177143.01,169473.18,7669.82,119,0.9567
2027,2023 Q3,2023-09-30,Importer,Small,166030.29,160823.48,5206.7,117,0.9686
2027,2023 Q4,2023-12-31,Importer,Small,175619.54,172689.31,2930.2,117,0.9833
2027,2024 Q1,2024-03-31,Importer,Small,178489.54,173239.27,5250.24,117,0.9706
2027,2024 Q2,2024-06-30,Importer,Small,180368.17,175771.94,4596.15,119,0.9745
2027,2024 Q3,2024-09-30,Importer,Small,167898.88999999998,160292.27,7606.65,117,0.9547
2027,2024 Q4,2024-12-31,Importer,Small,196174.69,189919.1,6255.56,126,0.9681
2027,2025 Q1,2025-03-31,Importer,Small,173748.33,171465.25,2283.09,109,0.9869
2027,2025 Q2,2025-06-30,Importer,Small,189191.72,183334.74,5857.05,118,0.969
2027,2025 Q3,2025-09-30,Importer,Small,176297.07,174847.25,1449.83,126,0.9918
2028,2023 Q1,2023-03-31,Importer,Medium,160856.87,11295.99,149560.88999999998,127,0.0702
2028,2023 Q2,2023-06-30,Importer,Medium,150817.47,0.0,150817.47,118,0.0
2028,2023 Q3,2023-09-30,Importer,Medium,148860.21,7590.99,141269.23,118,0.051
2028,2023 Q4,2023-12-31,Importer,Medium,166203.29,13837.31,152366.07,117,0.0833
2028,2024 Q1,2024-03-31,Importer,Medium,169706.45,0.0,169706.45,118,0.0
2028,2024 Q2,2024-06-30,Importer,Medium,157326.35,0.0,157326.35,119,0.0
2028,2024 Q3,2024-09-30,Importer,Medium,159860.34,11147.27,148713.05,119,0.0697
2028,2024 Q4,2024-12-31,Importer,Medium,199283.03,19928.29,179354.8,127,0.1
2028,2025 Q1,2025-03-31,Importer,Medium,166588.27,16658.82,149929.43,109,0.1
2028,2025 Q2,2025-06-30,Importer,Medium,181242.69,0.0,181242.69,119,0.0
2028,2025 Q3,2025-09-30,Importer,Medium,181809.85,7407.95,174401.94,128,0.0407
2029,2023 Q1,2023-03-31,Importer,Medium,143232.12,14323.23,128908.91,113,0.1
2029,2023 Q2,2023-06-30,Importer,Medium,150075.67,15007.6,135068.13,106,0.1
2029,2023 Q3,2023-09-30,Importer,Medium,151481.73,0.0,151481.73,106,0.0
2029,2023 Q4,2023-12-31,Importer,Medium,159856.2,2939.88,156916.25,104,0.0184
2029,2024 Q1,2024-03-31,Importer,Medium,159613.77,0.0,159613.77,105,0.0
2029,2024 Q2,2024-06-30,Importer,Medium,157799.45,0.0,157799.45,104,0.0
2029,2024 Q3,2024-09-30,Importer,Medium,155591.02,5055.21,150535.86,104,0.0325
2029,2024 Q4,2024-12-31,Importer,Medium,176525.95,9147.2,167378.76,112,0.0518
2029,2025 Q1,2025-03-31,Importer,Medium,156017.13,0.0,156017.13,98,0.0
2029,2025 Q2,2025-06-30,Importer,Medium,166811.13,8973.56,157837.52,104,0.0538
2029,2025 Q3,2025-09-30,Importer,Medium,167118.96,16711.92,150407.07,113,0.1
2030,2023 Q1,2023-03-31,Importer,Small,99579.36,97162.53,2416.8,56,0.9757
2030,2023 Q2,2023-06-30,Importer,Small,93525.67,92052.57,1473.17,53,0.9842
2030,2023 Q3,2023-09-30,Importer,Small,97010.73,94653.43000000001,2357.26,52,0.9757
2030,2023 Q4,2023-12-31,Importer,Small,107753.98,105367.67,2386.24,52,0.9779
2030,2024 Q1,2024-03-31,Importer,Small,106964.2,105147.43000000001,1816.77,53,0.983
2030,2024 Q2,2024-06-30,Importer,Small,97765.81999999999,93181.91,4583.99,52,0.9531
2030,2024 Q3,2024-09-30,Importer,Small,92430.69,92430.69,0.0,52,1.0
2030,2024 Q4,2024-12-31,Importer,Small,120477.95,120120.12,357.77,56,0.997
2030,2025 Q1,2025-03-31,Importer,Small,104418.6,101269.03,3149.63,49,0.9698
2030,2025 Q2,2025-06-30,Importer,Small,106357.97,103538.93000000001,2819.0299999999997,52,0.9735
2030,2025 Q3,2025-09-30,Importer,Small,100433.84999999999,96261.61,4172.26,57,0.9585
2031,2023 Q1,2023-03-31,Importer,Medium,52471.56,51647.75,823.8100000000001,57,0.9843
2031,2023 Q2,2023-06-30,Importer,Medium,47630.979999999996,47518.729999999996,112.15,53,0.9976
2031,2023 Q3,2023-09-30,Importer,Medium,49499.04,49382.85,116.1,52,0.9977
2031,2023 Q4,2023-12-31,Importer,Medium,50897.21,50152.4,744.8100000000001,52,0.9854
2031,2024 Q1,2024-03-31,Importer,Medium,53286.99,52392.71,894.29,54,0.9832
2031,2024 Q2,2024-06-30,Importer,Medium,47374.52,46436.53,938.0,53,0.9802
2031,2024 Q3,2024-09-30,Importer,Medium,51049.45,49929.64,1119.77,53,0.9781
2031,2024 Q4,2024-12-31,Importer,Medium,59938.92,59835.24,103.61,56,0.9983
2031,2025 Q1,2025-03-31,Importer,Medium,50450.2,49594.45,855.74,48,0.983
2031,2025 Q2,2025-06-30,Importer,Medium,52010.15,49821.84,2188.3,53,0.9579
2031,2025 Q3,2025-09-30,Importer,Medium,52646.21,50654.2,1991.99,57,0.9622
2032,2023 Q1,2023-03-31,Importer,Small,53220.41,29098.24,24122.19,28,0.5467
2032,2023 Q2,2023-06-30,Importer,Small,52091.44,38373.97,13717.43,27,0.7367
2032,2023 Q3,2023-09-30,Importer,Small,52258.73,29054.83,23203.87,26,0.556
2032,2023 Q4,2023-12-31,Importer,Small,58434.1,31526.81,26907.35,27,0.5395
2032,2024 Q1,2024-03-31,Importer,Small,57968.659999999996,42008.43,15960.19,26,0.7247
2032,2024 Q2,2024-06-30,Importer,Small,55936.49,31310.829999999998,24625.66,28,0.5598
2032,2024 Q3,2024-09-30,Importer,Small,58890.72,40162.44,18728.32,26,0.682
2032,2024 Q4,2024-12-31,Importer,Small,73779.68000000001,57090.46,16689.24,28,0.7738
2032,2025 Q1,2025-03-31,Importer,Small,69026.44,55683.39,13343.1,25,0.8067
2032,2025 Q2,2025-06-30,Importer,Small,63939.45,45560.16,18379.28,27,0.7126
2032,2025 Q3,2025-09-30,Importer,Small,64466.29,27989.56,36476.72,28,0.4342
2033,2023 Q1,2023-03-31,Importer,Small,100043.61,95041.45,5002.16,98,0.95
2033,2023 Q2,2023-06-30,Importer,Small,107825.11,105643.22,2181.83,92,0.9798
2033,2023 Q3,2023-09-30,Importer,Small,111600.56,106060.98,5539.59,93,0.9504
2033,2023 Q4,2023-12-31,Importer,Small,116376.77,114087.71,2289.0,92,0.9803
2033,2024 Q1,2024-03-31,Importer,Small,113846.21,113846.21,0.0,91,1.0
2033,2024 Q2,2024-06-30,Importer,Small,119069.05,115343.7,3725.38,93,0.9687
2033,2024 Q3,2024-09-30,Importer,Small,122634.78,121306.82,1327.99,92,0.9892
2033,2024 Q4,2024-12-31,Importer,Small,138126.87,135181.05,2945.83,100,0.9787
2033,2025 Q1,2025-03-31,Importer,Small,117541.79,115203.22,2338.52,85,0.9801
2033,2025 Q2,2025-06-30,Importer,Small,131157.66,128321.85,2835.83,94,0.9784
2033,2025 Q3,2025-09-30,Importer,Small,136420.33,133854.43,2565.89,99,0.9812
2034,2023 Q1,2023-03-31,Importer,Small,5026.08,4978.3,47.769999999999996,14,0.9905
2034,2023 Q2,2023-06-30,Importer,Small,4605.62,4544.13,61.47,14,0.9866
2034,2023 Q3,2023-09-30,Importer,Small,3954.63,3827.53,127.14,13,0.9679
2034,2023 Q4,2023-12-31,Importer,Small,4196.05,4145.73,50.32,13,0.988
2034,2024 Q1,2024-03-31,Importer,Small,3958.62,3855.16,103.45,13,0.9739
2034,2024 Q2,2024-06-30,Importer,Small,3390.41,3330.12,60.29,13,0.9822
2034,2024 Q3,2024-09-30,Importer,Small,3103.88,2964.45,139.45,13,0.9551
2034,2024 Q4,2024-12-31,Importer,Small,3733.11,3722.28,10.82,15,0.9971
2034,2025 Q1,2025-03-31,Importer,Small,3275.72,3268.34,7.380000000000001,14,0.9977
2034,2025 Q2,2025-06-30,Importer,Small,2743.03,2620.39,122.65,13,0.9553
2034,2025 Q3,2025-09-30,Importer,Small,2911.5,2849.13,62.39,15,0.9786
2035,2023 Q1,2023-03-31,Importer,Small,70073.69,44096.01,25977.68,84,0.6293
2035,2023 Q2,2023-06-30,Importer,Small,62290.83,43025.66,19265.22,79,0.6907
2035,2023 Q3,2023-09-30,Importer,Small,60502.2,33904.25,26597.97,78,0.5604
2035,2023 Q4,2023-12-31,Importer,Small,70141.97,52027.56,18114.33,78,0.7417
2035,2024 Q1,2024-03-31,Importer,Small,71580.91,35643.36,35937.48,78,0.4979
2035,2024 Q2,2024-06-30,Importer,Small,69528.18,37127.39,32400.78,78,0.534
2035,2024 Q3,2024-09-30,Importer,Small,67668.95,43165.85,24503.08,78,0.6379
2035,2024 Q4,2024-12-31,Importer,Small,70766.75,41516.2,29250.62,84,0.5867
2035,2025 Q1,2025-03-31,Importer,Small,67461.42,39837.22,27624.27,73,0.5905
2035,2025 Q2,2025-06-30,Importer,Small,74671.23,34320.7,40350.51,78,0.4596
2035,2025 Q3,2025-09-30,Importer,Small,80120.33,51188.18,28932.2,87,0.6389
2036,2023 Q1,2023-03-31,Importer,Small,73493.31,70307.1,3186.19,43,0.9566
2036,2023 Q2,2023-06-30,Importer,Small,73056.41,70888.75,2167.67,39,0.9703
2036,2023 Q3,2023-09-30,Importer,Small,79802.26,78814.44,987.8,40,0.9876
2036,2023 Q4,2023-12-31,Importer,Small,76032.78,72774.59,3258.2,39,0.9571
2036,2024 Q1,2024-03-31,Importer,Small,75093.23,73636.92,1456.26,39,0.9806
2036,2024 Q2,2024-06-30,Importer,Small,72575.44,70959.46,1616.02,40,0.9777
2036,2024 Q3,2024-09-30,Importer,Small,69076.56999999999,66215.39,2861.14,40,0.9586
2036,2024 Q4,2024-12-31,Importer,Small,86794.29,86094.42,699.86,42,0.9919
2036,2025 Q1,2025-03-31,Importer,Small,73555.91,72157.13,1398.75,36,0.981
2036,2025 Q2,2025-06-30,Importer,Small,87882.45,87882.45,0.0,42,1.0
2036,2025 Q3,2025-09-30,Importer,Small,73309.73,71922.18000000001,1387.52,43,0.9811
2037,2023 Q1,2023-03-31,Importer,Large,126798.06999999999,10890.35,115907.73,84,0.0859
2037,2023 Q2,2023-06-30,Importer,Large,116751.76,5200.87,111550.8,78,0.0445
2037,2023 Q3,2023-09-30,Importer,Large,118974.56,0.0,118974.56,78,0.0
2037,2023 Q4,2023-12-31,Importer,Large,128815.65,11989.98,116825.69,78,0.0931
2037,2024 Q1,2024-03-31,Importer,Large,131037.74,13103.79,117933.98,78,0.1
2037,2024 Q2,2024-06-30,Importer,Large,126211.14,0.0,126211.14,79,0.0
2037,2024 Q3,2024-09-30,Importer,Large,121679.6,4368.07,117311.58,81,0.0359
2037,2024 Q4,2024-12-31,Importer,Large,150949.82,0.0,150949.82,84,0.0
2037,2025 Q1,2025-03-31,Importer,Large,124148.27,6017.26,118130.96,72,0.0485
2037,2025 Q2,2025-06-30,Importer,Large,124809.56,0.0,124809.56,78,0.0
2037,2025 Q3,2025-09-30,Importer,Large,132790.17,0.0,132790.17,84,0.0
2038,2023 Q1,2023-03-31,Importer,Large,153972.02,151690.25,2281.67,141,0.9852
2038,2023 Q2,2023-06-30,Importer,Large,159531.49,155263.63,4267.83,131,0.9732
2038,2023 Q3,2023-09-30,Importer,Large,163588.3,161121.9,2466.47,130,0.9849
2038,2023 Q4,2023-12-31,Importer,Large,158465.9,156218.08,2247.84,131,0.9858
2038,2024 Q1,2024-03-31,Importer,Large,152804.23,151752.4,1051.91,132,0.9931
2038,2024 Q2,2024-06-30,Importer,Large,164699.58,164699.58,0.0,131,1.0
2038,2024 Q3,2024-09-30,Importer,Large,159061.84,157902.79,1158.95,130,0.9927
2038,2024 Q4,2024-12-31,Importer,Large,181656.2,181623.53,32.65,140,0.9998
2038,2025 Q1,2025-03-31,Importer,Large,160205.4,154508.19,5697.27,122,0.9644
2038,2025 Q2,2025-06-30,Importer,Large,175206.79,172418.41,2788.31,132,0.9841
2038,2025 Q3,2025-09-30,Importer,Large,173516.16,172003.19,1512.96,140,0.9913
2039,2023 Q1,2023-03-31,Importer,Large,77514.92,74893.78,2621.17,84,0.9662
2039,2023 Q2,2023-06-30,Importer,Large,83338.68,82774.09,564.63,79,0.9932
2039,2023 Q3,2023-09-30,Importer,Large,79849.1,77957.9,1891.16,78,0.9763
2039,2023 Q4,2023-12-31,Importer,Large,88657.87,85384.05,3273.81,79,0.9631
2039,2024 Q1,2024-03-31,Importer,Large,92704.57,91207.86,1496.69,78,0.9839
2039,2024 Q2,2024-06-30,Importer,Large,95212.85,90452.18,4760.62,80,0.95
2039,2024 Q3,2024-09-30,Importer,Large,96008.74,93018.39,2990.41,78,0.9689
2039,2024 Q4,2024-12-31,Importer,Large,106867.94,105789.33,1078.5,84,0.9899
2039,2025 Q1,2025-03-31,Importer,Large,95396.5,93397.37,1999.15,74,0.979
2039,2025 Q2,2025-06-30,Importer,Large,103590.78,100831.06999999999,2759.76,80,0.9734
2039,2025 Q3,2025-09-30,Importer,Large,108826.88,105699.66,3127.2,85,0.9713
2040,2023 Q1,2023-03-31,Importer,Large,159966.76,101272.45,58694.28,113,0.6331
2040,2023 Q2,2023-06-30,Importer,Large,144363.24,90873.68,53489.55,104,0.6295
2040,2023 Q3,2023-09-30,Importer,Large,147121.31,99569.23,47552.19,104,0.6768
2040,2023 Q4,2023-12-31,Importer,Large,173161.93,130738.19,42423.71,105,0.755
2040,2024 Q1,2024-03-31,Importer,Large,175408.54,120131.20999999999,55277.35,105,0.6849
2040,2024 Q2,2024-06-30,Importer,Large,172126.46,108169.07,63957.37,105,0.6284
2040,2024 Q3,2024-09-30,Importer,Large,171216.35,96423.36,74792.95,105,0.5632
2040,2024 Q4,2024-12-31,Importer,Large,199462.83,129132.31,70330.54,114,0.6474
2040,2025 Q1,2025-03-31,Importer,Large,177015.33,115560.72,61454.67,96,0.6528
2040,2025 Q2,2025-06-30,Importer,Large,180943.27,116754.39,64188.89,104,0.6453
2040,2025 Q3,2025-09-30,Importer,Large,186444.85,113655.70999999999,72789.12,112,0.6096
2041,2023 Q1,2023-03-31,Importer,Large,143240.17,138974.77,4265.44,85,0.9702
2041,2023 Q2,2023-06-30,Importer,Large,143591.47,137907.02,5684.39,78,0.9604
