CompanyId,VATPeriod,Good_Beef_Meat_DKK,Good_Beef_Meat_mp_DKK,Good_Beer_DKK,Good_Bread_DKK,Good_Bread_fp_DKK,Good_Cafe_Service_DKK,Good_Canned_DKK,Good_Canned_fp_DKK,Good_Cattle_Feed_DKK,Good_Cheese_DKK,Good_Cheese_fp_DKK,Good_Chicken_Feed_DKK,Good_Chicken_Meat_DKK,Good_Chicken_Meat_mp_DKK,Good_Cleaning_Service_DKK,Good_Coffee_Beans_DKK,Good_Cream_DKK,Good_Cream_fp_DKK,Good_Delicacies_DKK,Good_Detergents_DKK,Good_Eggs_DKK,Good_Eggs_farm_DKK,Good_Fertilizer_DKK,Good_Fine_Meat_Meal_DKK,Good_Fine_Vegetarian_Meal_DKK,Good_Flour_DKK,Good_Flour_fp_DKK,Good_Grain_DKK,Good_Juice_DKK,Good_Lettuce_DKK,Good_Live_Cattle_DKK,Good_Live_Chickens_DKK,Good_Live_Pigs_DKK,Good_Machinery_DKK,Good_Pig_Feed_DKK,Good_Pizza_Boxes_DKK,Good_Pizza_Meal_DKK,Good_Pork_Meat_DKK,Good_Pork_Meat_mp_DKK,Good_Processed_Lettuce_DKK,Good_Processed_Lettuce_fp_DKK,Good_Processed_Milk_DKK,Good_Processed_Milk_fp_DKK,Good_Raw_Milk_DKK,Good_Seeds_DKK,Good_Soft_Drinks_DKK,Good_Tea_Leaves_DKK,Good_Tomatoes_DKK,Good_Wine_DKK,Good_Beef_Meat_Qty,Good_Beef_Meat_mp_Qty,Good_Beer_Qty,Good_Bread_Qty,Good_Bread_fp_Qty,Good_Cafe_Service_Qty,Good_Canned_Qty,Good_Canned_fp_Qty,Good_Cattle_Feed_Qty,Good_Cheese_Qty,Good_Cheese_fp_Qty,Good_Chicken_Feed_Qty,Good_Chicken_Meat_Qty,Good_Chicken_Meat_mp_Qty,Good_Cleaning_Service_Qty,Good_Coffee_Beans_Qty,Good_Cream_Qty,Good_Cream_fp_Qty,Good_Delicacies_Qty,Good_Detergents_Qty,Good_Eggs_Qty,Good_Eggs_farm_Qty,Good_Fertilizer_Qty,Good_Fine_Meat_Meal_Qty,Good_Fine_Vegetarian_Meal_Qty,Good_Flour_Qty,Good_Flour_fp_Qty,Good_Grain_Qty,Good_Juice_Qty,Good_Lettuce_Qty,Good_Live_Cattle_Qty,Good_Live_Chickens_Qty,Good_Live_Pigs_Qty,Good_Machinery_Qty,Good_Pig_Feed_Qty,Good_Pizza_Boxes_Qty,Good_Pizza_Meal_Qty,Good_Pork_Meat_Qty,Good_Pork_Meat_mp_Qty,Good_Processed_Lettuce_Qty,Good_Processed_Lettuce_fp_Qty,Good_Processed_Milk_Qty,Good_Processed_Milk_fp_Qty,Good_Raw_Milk_Qty,Good_Seeds_Qty,Good_Soft_Drinks_Qty,Good_Tea_Leaves_Qty,Good_Tomatoes_Qty,Good_Wine_Qty,VATDate,ExpectedOutputVAT,OutputVAT,OutputVAT_Prev_1,OutputVAT_Prev_2,SizeCategory_Large,SizeCategory_Medium,SizeCategory_Small,Sector_Cafe,Sector_Cleaning_Services,Sector_Crop_Farmers,Sector_Customer,Sector_Distributors,Sector_Fine_Dine_Meat,Sector_Fine_Dine_Vegetarian,Sector_Food_Processors,Sector_Livestock_Farmers,Sector_Meat_Processors,Sector_Pizzeria
3,2025 Q2,0.0,0.0,0.0,0.0,0.0,0.0,6089.84,0.0,0.0,61211.4,0.0,0.0,8548.64,0.0,49939.47,0.0,7359.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15203.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.04,0.0,15354.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7572.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.676395,0.0,0.0,196.014589,0.0,0.0,65.338196,0.0,3.0,0.0,65.338196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.352787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.338196,0.0,130.676395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.029183,0.0,0.0,0.0,2025-06-30,77989.0,51941.0,72282.0,60209.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,2025 Q3,0.0,0.0,0.0,0.0,0.0,0.0,5258.38,0.0,0.0,60235.12,0.0,0.0,8412.32,0.0,49939.47,0.0,7241.8099999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13063.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.17,0.0,15110.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7726.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.324375,0.0,0.0,199.986563,0.0,0.0,66.662189,0.0,3.0,0.0,66.662189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.648751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.662189,0.0,133.324375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.973128,0.0,0.0,0.0,2025-09-30,76635.0,50886.0,51941.0,72282.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4,2024 Q2,0.0,0.0,0.0,0.0,0.0,0.0,4421.67,0.0,0.0,47936.58,0.0,0.0,5512.54,0.0,23377.260000000002,0.0,5507.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11812.619999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.04,0.0,10721.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5135.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.491927,0.0,0.0,141.737888,0.0,0.0,47.245962,0.0,3.0,0.0,47.245962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.983851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.245962,0.0,94.491927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.475778,0.0,0.0,0.0,2024-06-30,49810.0,49810.0,49810.0,49810.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,2024 Q3,0.0,0.0,0.0,0.0,0.0,0.0,3683.16,0.0,0.0,45189.6,0.0,0.0,5196.66,0.0,23377.260000000002,0.0,5192.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9792.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.81,0.0,10107.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5024.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.441112,0.0,0.0,138.661667,0.0,0.0,46.220555,0.0,3.0,0.0,46.220555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.882223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.220555,0.0,92.441112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.323335,0.0,0.0,0.0,2024-09-30,49354.0,49354.0,49810.0,49810.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,2024 Q4,0.0,0.0,0.0,0.0,0.0,0.0,3961.79,0.0,0.0,59487.94,0.0,0.0,6840.92,0.0,23377.260000000002,0.0,6834.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10534.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.17,0.0,13305.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5276.3099999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.759992,0.0,0.0,143.63999,0.0,0.0,47.879997,0.0,3.0,0.0,47.879997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.519986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.879997,0.0,95.759992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.279976,0.0,0.0,0.0,2024-12-31,62267.0,62267.0,49354.0,49810.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,2025 Q1,0.0,0.0,0.0,0.0,0.0,0.0,4525.5,0.0,0.0,61455.74,0.0,0.0,6745.9,0.0,23377.260000000002,0.0,7060.969999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12057.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.62,0.0,13120.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5371.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.986361,0.0,0.0,148.479544,0.0,0.0,49.493182,0.0,3.0,0.0,49.493182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.972726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.493182,0.0,98.986361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.959087,0.0,0.0,0.0,2025-03-31,63849.0,63849.0,62267.0,49354.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,2025 Q2,0.0,0.0,0.0,0.0,0.0,0.0,4825.62,0.0,0.0,52100.01,0.0,0.0,5991.34,0.0,23377.260000000002,0.0,5986.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12893.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1312.44,0.0,11653.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5574.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.571071,0.0,0.0,153.856606,0.0,0.0,51.285536,0.0,3.0,0.0,51.285536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.142142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.285536,0.0,102.571071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.713213,0.0,0.0,0.0,2025-06-30,57300.0,57300.0,63849.0,62267.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,2025 Q3,0.0,0.0,0.0,0.0,0.0,0.0,4117.01,0.0,0.0,50440.37,0.0,0.0,5800.49,0.0,23377.260000000002,0.0,5795.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10946.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323.34,0.0,11281.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5621.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.424395,0.0,0.0,155.136591,0.0,0.0,51.712195,0.0,3.0,0.0,51.712195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.84879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.712195,0.0,103.424395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.273182,0.0,0.0,0.0,2025-09-30,56660.0,56660.0,57300.0,63849.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,2024 Q2,0.0,0.0,0.0,0.0,0.0,0.0,4577.15,0.0,0.0,56883.77,0.0,0.0,6192.76,0.0,19096.920000000002,0.0,5837.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12756.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.18,0.0,12465.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5856.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.804419,0.0,0.0,161.70663,0.0,0.0,53.90221,0.0,3.0,0.0,53.90221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.608838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.90221,0.0,107.804419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.413257,0.0,0.0,0.0,2024-06-30,59026.0,59026.0,59026.0,59026.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,2024 Q3,0.0,0.0,0.0,0.0,0.0,0.0,3937.4,0.0,0.0,55385.79,0.0,0.0,6029.68,0.0,19096.920000000002,0.0,5684.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10921.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.78,0.0,12136.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5911.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.822705,0.0,0.0,163.234057,0.0,0.0,54.411354,0.0,3.0,0.0,54.411354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.645406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.411354,0.0,108.822705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.46811,0.0,0.0,0.0,2024-09-30,60383.0,59719.0,59026.0,59026.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,2024 Q4,0.0,0.0,0.0,0.0,0.0,0.0,4351.93,0.0,0.0,74933.25,0.0,0.0,8157.75,0.0,19096.920000000002,0.0,7690.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12072.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.29,0.0,16420.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6382.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.890007,0.0,0.0,173.835008,0.0,0.0,57.945002,0.0,3.0,0.0,57.945002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.780012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.945002,0.0,115.890007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.670018,0.0,0.0,0.0,2024-12-31,78334.0,78334.0,59719.0,59026.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,2025 Q1,0.0,0.0,0.0,0.0,0.0,0.0,5102.3,0.0,0.0,79341.84,0.0,0.0,8244.89,0.0,19096.920000000002,0.0,8142.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14181.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.78,0.0,16595.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6663.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.841528,0.0,0.0,184.262291,0.0,0.0,61.420763,0.0,3.0,0.0,61.420763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.683057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.420763,0.0,122.841528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.524586,0.0,0.0,0.0,2025-03-31,82360.0,82360.0,78334.0,59719.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
