CompanyId,VATPeriod,VATDate,Sector,OutputVAT,ExpectedOutputVAT,InputVAT,ExpectedInputVAT,TotalSales,CountSellerInvoices,TotalPurchases,CountBuyerInvoices,ReportedVATLiability,ExpectedVATLiability,Size,SizeCategory
32,2027 Q2,2027-06-30,Pizzeria,44035,44797,20879,20879,223984,91,104397,117,23156,23918,2180125,Small
32,2027 Q3,2027-09-30,Pizzeria,38636,39304,17895,17895,196518,92,89475,107,20741,21409,2180125,Small
32,2027 Q4,2027-12-31,Pizzeria,78150,79260,31774,31774,396300,92,158868,107,46376,47486,2180125,Small
32,2028 Q1,2028-03-31,Pizzeria,58993,59649,25284,25284,298245,91,126419,107,33709,34365,2180125,Small
32,2028 Q2,2028-06-30,Pizzeria,46789,47453,20906,20906,237263,91,104529,107,25883,26547,2180125,Small
32,2028 Q3,2028-09-30,Pizzeria,33173,33576,15249,15249,167882,92,76245,107,17924,18327,2180125,Small
33,2027 Q2,2027-06-30,Pizzeria,47139,52203,19852,19852,261017,91,100159,115,27287,32351,2185159,Small
33,2027 Q3,2027-09-30,Pizzeria,42632,49515,17948,17948,247573,92,90580,107,24684,31567,2185159,Small
33,2027 Q4,2027-12-31,Pizzeria,45023,59951,21069,21069,299757,92,106191,107,23954,38882,2185159,Small
33,2028 Q1,2028-03-31,Pizzeria,48268,59079,21008,21008,295396,91,105870,107,27260,38071,2185159,Small
33,2028 Q2,2028-06-30,Pizzeria,45501,51010,18585,18585,255050,91,93752,107,26916,32425,2185159,Small
33,2028 Q3,2028-09-30,Pizzeria,40952,48521,17281,17281,242606,92,87208,109,23671,31240,2185159,Small
34,2027 Q2,2027-06-30,Pizzeria,54855,55578,24095,24095,277891,91,120474,115,30760,31483,2180484,Small
34,2027 Q3,2027-09-30,Pizzeria,50635,50635,20943,20943,253173,92,104717,107,29692,29692,2180484,Small
34,2027 Q4,2027-12-31,Pizzeria,58059,58824,23747,23747,294121,92,118736,107,34312,35077,2180484,Small
34,2028 Q1,2028-03-31,Pizzeria,54557,55501,22831,22831,277504,91,114154,107,31726,32670,2180484,Small
34,2028 Q2,2028-06-30,Pizzeria,45760,45760,19459,19459,228798,91,97297,107,26301,26301,2180484,Small
34,2028 Q3,2028-09-30,Pizzeria,40798,41377,17347,17347,206883,92,86736,107,23451,24030,2180484,Small
35,2027 Q2,2027-06-30,Pizzeria,71624,71624,32636,32637,358120,91,164496,115,38988,38987,3421748,Medium
35,2027 Q3,2027-09-30,Pizzeria,69865,69865,30359,30359,349327,92,153060,107,39506,39506,3421748,Medium
35,2027 Q4,2027-12-31,Pizzeria,87413,87413,36237,36237,437063,92,182502,107,51176,51176,3421748,Medium
35,2028 Q1,2028-03-31,Pizzeria,89458,89458,37298,37298,447290,91,187829,107,52160,52160,3421748,Medium
35,2028 Q2,2028-06-30,Pizzeria,80513,80513,34262,34262,402567,91,172706,109,46251,46251,3421748,Medium
35,2028 Q3,2028-09-30,Pizzeria,79159,80039,33036,33036,400193,92,166595,107,46123,47003,3421748,Medium
36,2027 Q2,2027-06-30,Pizzeria,67147,67147,26462,26462,335737,91,137381,115,40685,40685,2713170,Small
36,2027 Q3,2027-09-30,Pizzeria,61572,62320,23288,23288,311600,92,121090,107,38284,39032,2713170,Small
36,2027 Q4,2027-12-31,Pizzeria,73821,73821,27249,27249,369105,92,140831,107,46572,46572,2713170,Small
36,2028 Q1,2028-03-31,Pizzeria,71121,71121,26672,26672,355605,91,137748,107,44449,44449,2713170,Small
36,2028 Q2,2028-06-30,Pizzeria,59982,59982,22846,22846,299909,91,118506,109,37136,37136,2713170,Small
36,2028 Q3,2028-09-30,Pizzeria,55636,55636,20684,20685,278178,92,107480,109,34952,34951,2713170,Small
37,2027 Q2,2027-06-30,Pizzeria,38444,55636,25313,25313,278179,91,131944,117,13131,30323,1953876,Small
37,2027 Q3,2027-09-30,Pizzeria,28669,44656,19322,19322,223280,92,100721,107,9347,25334,1953876,Small
37,2027 Q4,2027-12-31,Pizzeria,25985,51354,22127,22127,256769,92,114628,107,3858,29227,1953876,Small
37,2028 Q1,2028-03-31,Pizzeria,31732,47011,20611,20611,235054,91,106625,109,11121,26400,1953876,Small
37,2028 Q2,2028-06-30,Pizzeria,19461,28001,13754,13754,140005,91,71312,107,5707,14247,1953876,Small
37,2028 Q3,2028-09-30,Pizzeria,27416,40556,17762,17762,202780,92,92579,107,9654,22794,1953876,Small
38,2027 Q2,2027-06-30,Pizzeria,116754,116754,57908,57908,583768,91,289538,115,58846,58846,4864102,Medium
38,2027 Q3,2027-09-30,Pizzeria,107145,107145,50846,50846,535727,92,254228,107,56299,56299,4864102,Medium
38,2027 Q4,2027-12-31,Pizzeria,125410,125410,58103,58103,627048,92,290514,107,67307,67307,4864102,Medium
38,2028 Q1,2028-03-31,Pizzeria,119263,119263,56202,56202,596313,91,281008,109,63061,63061,4864102,Medium
38,2028 Q2,2028-06-30,Pizzeria,99162,99163,48145,48145,495813,91,240727,107,51017,51018,4864102,Medium
38,2028 Q3,2028-09-30,Pizzeria,90506,90506,43377,43377,452531,92,216887,107,47129,47129,4864102,Medium
39,2027 Q2,2027-06-30,Pizzeria,114531,114531,49731,49730,572654,91,258658,115,64800,64801,5259203,Medium
39,2027 Q3,2027-09-30,Pizzeria,110900,110900,45762,45762,554501,92,238376,107,65138,65138,5259203,Medium
39,2027 Q4,2027-12-31,Pizzeria,136918,136918,54745,54745,684589,92,283559,109,82173,82173,5259203,Medium
39,2028 Q1,2028-03-31,Pizzeria,137488,137488,55501,55501,687440,91,287306,107,81987,81987,5259203,Medium
39,2028 Q2,2028-06-30,Pizzeria,120898,120898,49655,49655,604491,91,258244,107,71243,71243,5259203,Medium
39,2028 Q3,2028-09-30,Pizzeria,117123,117123,46783,46783,585614,92,243771,109,70340,70340,5259203,Medium
40,2027 Q2,2027-06-30,Pizzeria,44172,46157,21050,21050,230786,91,105248,115,23122,25107,1784754,Small
40,2027 Q3,2027-09-30,Pizzeria,39575,41483,18403,18403,207415,92,92017,107,21172,23080,1784754,Small
40,2027 Q4,2027-12-31,Pizzeria,45387,47476,20372,20372,237381,92,101858,107,25015,27104,1784754,Small
40,2028 Q1,2028-03-31,Pizzeria,42017,44043,19416,19416,220214,91,97082,107,22601,24627,1784754,Small
40,2028 Q2,2028-06-30,Pizzeria,33980,35617,16615,16615,178087,91,83077,107,17365,19002,1784754,Small
40,2028 Q3,2028-09-30,Pizzeria,30025,31473,14845,14845,157366,92,74223,107,15180,16628,1784754,Small
41,2027 Q2,2027-06-30,Pizzeria,42905,66726,30602,30602,333630,91,153011,115,12303,36124,2188147,Small
