CompanyId,VATPeriod,VATDate,Sector,OutputVAT,ExpectedOutputVAT,InputVAT,ExpectedInputVAT,TotalSales,CountSellerInvoices,TotalPurchases,CountBuyerInvoices,ReportedVATLiability,ExpectedVATLiability,Size,SizeCategory,SalesBase_Standard,SalesBase_Reduced,SalesBase_Zero,PurchasesBase_Standard,PurchasesBase_Reduced,PurchasesBase_Zero
2032,2024 Q1,2024-03-31,Importer,69883.52,5695.5199999999995,0.0,0.0,576408.97,97.0,0.0,0.0,69883.52,5695.5199999999995,576408.97,Small,318838.84,97846.61,117020.2,0.0,0.0,0.0
2032,2024 Q2,2024-06-30,Importer,66095.32,35.32,0.0,0.0,587539.66,95.0,0.0,0.0,66095.32,35.32,587539.66,Small,311212.43,93720.34,107798.81,0.0,0.0,0.0
2032,2024 Q3,2024-09-30,Importer,63531.26,31.26,0.0,0.0,528988.37,96.0,0.0,0.0,63531.26,31.26,528988.37,Small,287274.85,80306.58,99312.87,0.0,0.0,0.0
2032,2024 Q4,2024-12-31,Importer,72369.72,35.72,0.0,0.0,624285.16,103.0,0.0,0.0,72369.72,35.72,624285.16,Small,351862.39,88273.53,102368.17,0.0,0.0,0.0
2032,2025 Q1,2025-03-31,Importer,65261.59,5276.59,0.0,0.0,535514.86,87.0,0.0,0.0,65261.59,5276.59,535514.86,Small,304118.84,78021.89,101305.51,0.0,0.0,0.0
2032,2025 Q2,2025-06-30,Importer,70657.57,4508.570000000001,0.0,0.0,566558.18,96.0,0.0,0.0,70657.57,4508.570000000001,566558.18,Small,294284.16,99857.51,129604.33,0.0,0.0,0.0
2032,2025 Q3,2025-09-30,Importer,77726.18,9774.18,0.0,0.0,615748.77,105.0,0.0,0.0,77726.18,9774.18,615748.77,Small,374456.25,116132.55,92522.44,0.0,0.0,0.0
2025,2022 Q4,2022-12-31,Importer,0.0,0.0,0.0,0.0,18986.08,2.0,0.0,0.0,0.0,0.0,18986.08,Small,28479.24,0.0,0.0,0.0,0.0,0.0
2025,2023 Q1,2023-03-31,Importer,14370.48,338.48,0.0,0.0,247227.51,134.0,0.0,0.0,14370.48,338.48,247227.51,Small,87931.49,115011.6,39565.91,0.0,0.0,0.0
2025,2023 Q2,2023-06-30,Importer,13209.11,511.11,0.0,0.0,220945.7,125.0,0.0,0.0,13209.11,511.11,220945.7,Small,84726.45,106869.89,25420.04,0.0,0.0,0.0
2025,2023 Q3,2023-09-30,Importer,13487.99,249.99,0.0,0.0,217429.15,124.0,0.0,0.0,13487.99,249.99,217429.15,Small,73111.85,107018.63,25894.54,0.0,0.0,0.0
2025,2023 Q4,2023-12-31,Importer,14312.8,315.8,0.0,0.0,239368.56,126.0,0.0,0.0,14312.8,315.8,239368.56,Small,84152.56,114322.69,35837.76,0.0,0.0,0.0
2025,2024 Q1,2024-03-31,Importer,13307.13,286.13,0.0,0.0,199071.3,123.0,0.0,0.0,13307.13,286.13,199071.3,Small,54334.25,105811.49,29888.25,0.0,0.0,0.0
2025,2024 Q2,2024-06-30,Importer,12752.37,149.37,0.0,0.0,213757.29,125.0,0.0,0.0,12752.37,149.37,213757.29,Small,81716.89,100050.85,21982.4,0.0,0.0,0.0
2025,2024 Q3,2024-09-30,Importer,13176.77,436.77,0.0,0.0,220093.66,126.0,0.0,0.0,13176.77,436.77,220093.66,Small,83590.13,108470.56,23999.28,0.0,0.0,0.0
2025,2024 Q4,2024-12-31,Importer,14451.69,248.69,0.0,0.0,204487.11,133.0,0.0,0.0,14451.69,248.69,204487.11,Small,62593.21,112378.66,17136.51,0.0,0.0,0.0
2025,2025 Q1,2025-03-31,Importer,12106.82,497.82,0.0,0.0,181632.25,114.0,0.0,0.0,12106.82,497.82,181632.25,Small,60619.21,100114.07,12940.53,0.0,0.0,0.0
2025,2025 Q2,2025-06-30,Importer,13630.29,466.28999999999996,0.0,0.0,201122.52,125.0,0.0,0.0,13630.29,466.28999999999996,201122.52,Small,60206.04,110010.07,23614.38,0.0,0.0,0.0
2025,2025 Q3,2025-09-30,Importer,12736.72,138.72,0.0,0.0,188238.17,135.0,0.0,0.0,12736.72,138.72,188238.17,Small,57452.24,99833.81,20994.26,0.0,0.0,0.0
2061,2022 Q4,2022-12-31,Importer,0.0,0.0,0.0,0.0,7426.29,2.0,0.0,0.0,0.0,0.0,7426.29,Small,11139.87,0.0,0.0,0.0,0.0,0.0
2061,2023 Q1,2023-03-31,Importer,189239.3,87.3,0.0,0.0,1321726.74,355.0,0.0,0.0,189239.3,87.3,1321726.74,Small,644349.48,388301.72,96900.33,0.0,0.0,0.0
2061,2023 Q2,2023-06-30,Importer,173052.65,80.65,0.0,0.0,1201744.52,330.0,0.0,0.0,173052.65,80.65,1201744.52,Small,561289.32,373258.82,93200.62,0.0,0.0,0.0
2061,2023 Q3,2023-09-30,Importer,183234.67,8286.67,0.0,0.0,1252949.51,329.0,0.0,0.0,183234.67,8286.67,1252949.51,Small,615966.33,395307.19,88463.93,0.0,0.0,0.0
2061,2023 Q4,2023-12-31,Importer,197264.43,215.43,0.0,0.0,1348743.32,329.0,0.0,0.0,197264.43,215.43,1348743.32,Small,628545.37,422103.94,101643.49,0.0,0.0,0.0
2061,2024 Q1,2024-03-31,Importer,197189.56,4278.56,0.0,0.0,1339552.82,329.0,0.0,0.0,197189.56,4278.56,1339552.82,Small,650170.59,397852.85,109696.25,0.0,0.0,0.0
2061,2024 Q2,2024-06-30,Importer,180369.07,1001.07,0.0,0.0,1260474.29,328.0,0.0,0.0,180369.07,1001.07,1260474.29,Small,550488.44,429676.76,105735.53,0.0,0.0,0.0
2061,2024 Q3,2024-09-30,Importer,179875.72,3608.72,0.0,0.0,1258064.38,331.0,0.0,0.0,179875.72,3608.72,1258064.38,Small,584592.68,401366.0,105572.14,0.0,0.0,0.0
2061,2024 Q4,2024-12-31,Importer,236387.74,801.74,0.0,0.0,1634343.36,354.0,0.0,0.0,236387.74,801.74,1634343.36,Small,769826.43,498633.16,133170.08,0.0,0.0,0.0
2061,2025 Q1,2025-03-31,Importer,197356.28,9698.28,0.0,0.0,1374620.38,305.0,0.0,0.0,197356.28,9698.28,1374620.38,Small,718939.11,382478.05,110108.69,0.0,0.0,0.0
2061,2025 Q2,2025-06-30,Importer,200298.95,215.95,0.0,0.0,1366039.46,330.0,0.0,0.0,200298.95,215.95,1366039.46,Small,630562.29,428404.15,108574.39,0.0,0.0,0.0
2061,2025 Q3,2025-09-30,Importer,197743.42,4573.42,0.0,0.0,1378658.66,357.0,0.0,0.0,197743.42,4573.42,1378658.66,Small,645898.98,439265.04,123022.73,0.0,0.0,0.0
2052,2022 Q4,2022-12-31,Importer,0.0,0.0,0.0,0.0,31688.77,2.0,0.0,0.0,0.0,0.0,31688.77,Small,47534.31,0.0,0.0,0.0,0.0,0.0
2052,2023 Q1,2023-03-31,Importer,45117.1,31.1,0.0,0.0,1110469.3,243.0,0.0,0.0,45117.1,31.1,1110469.3,Small,365223.98,153361.57,539685.87,0.0,0.0,0.0
2052,2023 Q2,2023-06-30,Importer,44047.66,43.66,0.0,0.0,1105299.58,224.0,0.0,0.0,44047.66,43.66,1105299.58,Small,319380.97,163286.11,573454.47,0.0,0.0,0.0
2052,2023 Q3,2023-09-30,Importer,46120.82,21.82,0.0,0.0,1096826.26,227.0,0.0,0.0,46120.82,21.82,1096826.26,Small,377593.66,161877.84,552396.9,0.0,0.0,0.0
2052,2023 Q4,2023-12-31,Importer,48921.62,772.62,0.0,0.0,1120053.55,224.0,0.0,0.0,48921.62,772.62,1120053.55,Small,368253.1,176891.5,531898.8,0.0,0.0,0.0
2052,2024 Q1,2024-03-31,Importer,50182.29,76.29,0.0,0.0,1223056.52,228.0,0.0,0.0,50182.29,76.29,1223056.52,Small,430361.22,168570.1,574177.39,0.0,0.0,0.0
2052,2024 Q2,2024-06-30,Importer,54374.16,2993.16,0.0,0.0,1231912.63,226.0,0.0,0.0,54374.16,2993.16,1231912.63,Small,390272.74,187902.09,605748.5,0.0,0.0,0.0
2052,2024 Q3,2024-09-30,Importer,38706.75,9.75,0.0,0.0,1127173.84,225.0,0.0,0.0,38706.75,9.75,1127173.84,Small,347801.88,186054.71,579264.23,0.0,0.0,0.0
2052,2024 Q4,2024-12-31,Importer,47778.89,774.89,0.0,0.0,1298667.31,244.0,0.0,0.0,47778.89,774.89,1298667.31,Small,480477.51,196979.51,562416.37,0.0,0.0,0.0
2052,2025 Q1,2025-03-31,Importer,40847.74,16.74,0.0,0.0,1185394.45,209.0,0.0,0.0,40847.74,16.74,1185394.45,Small,442184.28,165066.91,549878.35,0.0,0.0,0.0
2052,2025 Q2,2025-06-30,Importer,57803.59,100.59,0.0,0.0,1331505.82,226.0,0.0,0.0,57803.59,100.59,1331505.82,Small,425500.73,202560.57,646479.51,0.0,0.0,0.0
2052,2025 Q3,2025-09-30,Importer,59041.81,338.81,0.0,0.0,1214213.65,243.0,0.0,0.0,59041.81,338.81,1214213.65,Small,440651.59,201552.95,535035.15,0.0,0.0,0.0
2031,2022 Q4,2022-12-31,Importer,0.0,0.0,0.0,0.0,7508.93,2.0,0.0,0.0,0.0,0.0,7508.93,Medium,11264.79,0.0,0.0,0.0,0.0,0.0
2031,2023 Q1,2023-03-31,Importer,135080.37,4340.37,0.0,0.0,4244296.8,237.0,0.0,0.0,135080.37,4340.37,4244296.8,Medium,239874.94,672556.06,3266335.85,0.0,0.0,0.0
2031,2023 Q2,2023-06-30,Importer,130866.65,66.65,0.0,0.0,3647111.19,218.0,0.0,0.0,130866.65,66.65,3647111.19,Medium,214821.2,646471.25,2660007.5,0.0,0.0,0.0
2031,2023 Q3,2023-09-30,Importer,122069.18,1658.18,0.0,0.0,3459545.58,217.0,0.0,0.0,122069.18,1658.18,3459545.58,Medium,229984.19,554441.75,2559828.16,0.0,0.0,0.0
2031,2023 Q4,2023-12-31,Importer,134097.19,99.19,0.0,0.0,4390125.16,218.0,0.0,0.0,134097.19,99.19,4390125.16,Medium,253581.41,592284.73,3603166.35,0.0,0.0,0.0
2031,2024 Q1,2024-03-31,Importer,142797.36,1872.36,0.0,0.0,4370669.57,219.0,0.0,0.0,142797.36,1872.36,4370669.57,Medium,314693.09,641627.66,3283860.55,0.0,0.0,0.0
2031,2024 Q2,2024-06-30,Importer,145128.74,5443.74,0.0,0.0,4000724.26,218.0,0.0,0.0,145128.74,5443.74,4000724.26,Medium,277506.62,751150.54,2872302.87,0.0,0.0,0.0
2031,2024 Q3,2024-09-30,Importer,133509.64,117.64000000000001,0.0,0.0,3717244.9,215.0,0.0,0.0,133509.64,117.64000000000001,3717244.9,Medium,242316.82,610726.88,2740180.02,0.0,0.0,0.0
2031,2024 Q4,2024-12-31,Importer,162432.24,95.24,0.0,0.0,5138716.72,236.0,0.0,0.0,162432.24,95.24,5138716.72,Medium,323901.83,701552.37,4167463.62,0.0,0.0,0.0
2031,2025 Q1,2025-03-31,Importer,142478.29,802.29,0.0,0.0,4254011.07,200.0,0.0,0.0,142478.29,802.29,4254011.07,Medium,269569.18,641594.13,3207055.25,0.0,0.0,0.0
2031,2025 Q2,2025-06-30,Importer,159554.18,6145.18,0.0,0.0,4363047.25,222.0,0.0,0.0,159554.18,6145.18,4363047.25,Medium,333860.94,800261.38,3118168.03,0.0,0.0,0.0
2031,2025 Q3,2025-09-30,Importer,147673.78,556.78,0.0,0.0,4119895.29,238.0,0.0,0.0,147673.78,556.78,4119895.29,Medium,315657.82,647450.1,3019835.92,0.0,0.0,0.0
2,2022 Q4,2022-12-31,Pizzeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,0.0,0.0,0.0,0.0,0.0,0.0
2,2023 Q1,2023-03-31,Pizzeria,74214.0,86295.0,27410.0,33350.0,431477.0,90.0,166752.0,115.0,46804.0,52945.0,598229.0,Small,345181.96,0.0,0.0,88572.1,43893.55,6876.78
2,2023 Q2,2023-06-30,Pizzeria,62237.0,72034.0,22496.0,27542.0,360170.0,91.0,137713.0,107.0,39741.0,44492.0,497883.0,Small,288136.68,0.0,0.0,71497.36,38515.38,5204.96
2,2023 Q3,2023-09-30,Pizzeria,56482.0,65071.0,20670.0,25101.0,325358.0,92.0,125505.0,107.0,35812.0,39970.0,450863.0,Small,260286.55,0.0,0.0,66599.37,33509.56,4725.43
2,2023 Q4,2023-12-31,Pizzeria,56794.0,74631.0,24913.93,29791.93,373159.0,92.0,149202.82,109.0,31880.07,44839.07,522361.82,Small,298527.93,0.0,0.0,88244.67,36974.24,5647.83
2,2024 Q1,2024-03-31,Pizzeria,58907.0,69712.0,22388.0,27025.0,348563.0,91.0,135125.0,107.0,36519.0,42687.0,483688.0,Small,278850.73,0.0,0.0,73108.35,34265.74,5362.72
2,2024 Q2,2024-06-30,Pizzeria,48993.0,56574.0,18733.0,22717.0,282871.0,91.0,113587.0,107.0,30260.0,33857.0,396458.0,Small,226296.92,0.0,0.0,60340.59,30401.19,4112.61
2,2024 Q3,2024-09-30,Pizzeria,44035.0,50383.0,17041.0,20477.0,251919.0,92.0,102385.0,107.0,26994.0,29906.0,354304.0,Small,201535.43,0.0,0.0,55685.76,26001.3,3656.87
2,2024 Q4,2024-12-31,Pizzeria,44266.0,56970.0,20085.0,24113.0,284851.0,92.0,120567.0,115.0,24181.0,32857.0,405418.0,Small,227881.28,0.0,0.0,66065.41,29743.14,4673.12
2,2025 Q1,2025-03-31,Pizzeria,46760.0,53016.0,17137.0,20415.0,265082.0,90.0,102079.0,99.0,29623.0,32601.0,367161.0,Small,212066.06,0.0,0.0,56903.34,24263.08,3776.08
2,2025 Q2,2025-06-30,Pizzeria,41223.0,46266.0,16220.64,19480.64,231332.0,91.0,97661.6,108.0,25002.36,26785.36,328993.6,Small,185065.74,0.0,0.0,52704.89,25868.18,3365.01
2,2025 Q3,2025-09-30,Pizzeria,38399.0,44188.0,15634.0,18680.0,220943.0,92.0,93400.0,115.0,22765.0,25508.0,314343.0,Small,176755.11,0.0,0.0,51475.01,23046.28,3244.57
3,2022 Q4,2022-12-31,Pizzeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,0.0,0.0,0.0,0.0,0.0,0.0
3,2023 Q1,2023-03-31,Pizzeria,104464.0,111607.0,32826.86,40977.86,558037.0,90.0,205750.65,117.0,71637.14,70629.14,763787.65,Small,446429.81,0.0,0.0,101678.71,63376.4,9517.36
3,2023 Q2,2023-06-30,Pizzeria,80457.0,101459.0,28673.0,36200.0,507298.0,91.0,181002.0,107.0,51784.0,65259.0,688300.0,Small,405838.39,0.0,0.0,87209.24,57261.4,7858.24
3,2023 Q3,2023-09-30,Pizzeria,78131.0,100297.0,28226.0,35458.0,501487.0,92.0,177293.0,107.0,49905.0,64839.0,678780.0,Small,401189.75,0.0,0.0,86727.14,54536.88,7802.97
3,2023 Q4,2023-12-31,Pizzeria,113111.0,125819.0,34788.7,43513.7,629095.0,92.0,218386.22,108.0,78322.3,82305.3,847481.22,Small,503276.4,0.0,0.0,107543.65,67436.64,10189.86
3,2024 Q1,2024-03-31,Pizzeria,118860.0,128776.0,35787.0,44865.0,643881.0,91.0,224325.0,107.0,83073.0,83911.0,868206.0,Small,515105.44,0.0,0.0,111028.8,66919.93,10589.47
3,2024 Q2,2024-06-30,Pizzeria,90152.0,114843.0,32134.58,40680.58,574216.0,91.0,204253.42,108.0,58017.42,74162.42,778469.42,Small,459373.39,0.0,0.0,96554.81,68264.42,8929.84
3,2024 Q3,2024-09-30,Pizzeria,88460.0,113120.0,31189.0,39341.0,565602.0,92.0,196706.0,107.0,57271.0,73779.0,762308.0,Small,452482.04,0.0,0.0,95232.67,61506.96,8778.25
3,2024 Q4,2024-12-31,Pizzeria,129996.0,141608.0,41282.0,51939.0,708040.0,92.0,259697.0,115.0,88714.0,89669.0,967737.0,Small,566432.5,0.0,0.0,127459.94,78481.16,12473.52
3,2025 Q1,2025-03-31,Pizzeria,134855.0,143310.0,36786.0,46177.0,716550.0,90.0,230888.0,99.0,98069.0,97133.0,947438.0,Small,573240.71,0.0,0.0,113880.88,69304.3,10916.52
3,2025 Q2,2025-06-30,Pizzeria,99786.0,128922.0,35267.0,44857.0,644614.0,91.0,224285.0,107.0,64519.0,84065.0,868899.0,Small,515691.42,0.0,0.0,106059.56,72938.41,10019.68
3,2025 Q3,2025-09-30,Pizzeria,98796.0,126662.0,36233.15,45460.15,633311.0,92.0,227304.77,116.0,62562.85,81201.85,860615.77,Small,506648.73,0.0,0.0,117698.01,69606.66,9938.66
4,2022 Q4,2022-12-31,Pizzeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,0.0,0.0,0.0,0.0,0.0,0.0
4,2023 Q1,2023-03-31,Pizzeria,91585.0,91585.0,29030.0,36055.0,457929.0,90.0,180275.0,115.0,62555.0,55530.0,638204.0,Small,366343.42,0.0,0.0,90843.34,52662.56,7739.31
4,2023 Q2,2023-06-30,Pizzeria,113605.0,113605.0,33478.0,42464.0,568029.0,91.0,212322.0,107.0,80127.0,71141.0,780351.0,Small,454423.8,0.0,0.0,100543.81,69520.18,8779.92
4,2023 Q3,2023-09-30,Pizzeria,132801.0,132801.0,38430.48,48629.48,664006.0,92.0,244181.79,109.0,94370.51999999999,84171.51999999999,908187.79,Small,531205.33,0.0,0.0,115256.04,82125.2,10358.15
4,2023 Q4,2023-12-31,Pizzeria,121705.0,121705.0,35209.0,43992.0,608527.0,92.0,219960.0,107.0,86496.0,77713.0,828487.0,Small,486821.9,0.0,0.0,109274.82,65759.37,9716.52
4,2024 Q1,2024-03-31,Pizzeria,100323.0,100323.0,30471.0,37922.0,501618.0,91.0,189610.0,107.0,69852.0,62401.0,691228.0,Small,401294.68,0.0,0.0,95056.41,55891.48,8191.26
4,2024 Q2,2024-06-30,Pizzeria,99852.0,99852.0,29971.0,37858.0,499261.0,91.0,189291.0,107.0,69881.0,61994.0,688552.0,Small,399408.93,0.0,0.0,90602.22,61004.36,7713.45
4,2024 Q3,2024-09-30,Pizzeria,99549.0,99549.0,29591.0,37163.0,497749.0,92.0,185817.0,107.0,69958.0,62386.0,683566.0,Small,398199.82,0.0,0.0,90528.85,57991.6,7705.55
4,2024 Q4,2024-12-31,Pizzeria,139418.0,139418.0,43425.0,54567.0,697091.0,92.0,272839.0,115.0,95993.0,84851.0,969930.0,Small,557673.18,0.0,0.0,133658.45,83423.36,12332.28
4,2025 Q1,2025-03-31,Pizzeria,105182.0,105182.0,28762.0,35656.0,525913.0,90.0,178838.11,100.0,76420.0,69526.0,704751.11,Small,420730.74,0.0,0.0,90324.4,51513.82,8791.87
4,2025 Q2,2025-06-30,Pizzeria,44672.0,44672.0,15980.0,19504.0,223364.0,91.0,97523.0,107.0,28692.0,25168.0,320887.0,Small,178691.51,0.0,0.0,50840.16,27254.28,3448.01
4,2025 Q3,2025-09-30,Pizzeria,52094.0,52094.0,17888.5,21900.5,260474.0,92.0,109823.04,116.0,34205.5,30193.5,370297.04,Small,208379.25,0.0,0.0,56481.93,32012.44,4053.21
5,2022 Q4,2022-12-31,Pizzeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,0.0,0.0,0.0,0.0,0.0,0.0
5,2023 Q1,2023-03-31,Pizzeria,70416.0,97125.0,28331.0,34926.0,485627.0,90.0,176492.0,115.0,42085.0,62199.0,662119.0,Small,388502.01,0.0,0.0,88345.14,52047.99,7766.93
5,2023 Q2,2023-06-30,Pizzeria,59159.0,81824.0,23332.0,28945.0,409121.0,91.0,146469.0,107.0,35827.0,52879.0,555590.0,Small,327297.42,0.0,0.0,71297.86,45904.87,5934.27
5,2023 Q3,2023-09-30,Pizzeria,54667.0,74682.0,21572.17,26530.17,373413.0,92.0,134491.88,108.0,33094.83,48151.83,507904.88,Small,298730.49,0.0,0.0,66729.95,41082.18,5443.2
5,2023 Q4,2023-12-31,Pizzeria,74817.0,86595.0,24716.13,30299.13,432975.0,92.0,153554.23,108.0,50100.869999999995,56295.869999999995,586529.23,Small,346380.05,0.0,0.0,77270.72,45841.83,6576.39
5,2024 Q1,2024-03-31,Pizzeria,71129.0,81851.0,23802.0,29171.0,409256.0,91.0,147369.0,107.0,47327.0,52680.0,556625.0,Small,327404.94,0.0,0.0,74866.57,42382.57,6317.92
5,2024 Q2,2024-06-30,Pizzeria,58480.0,67296.0,20033.8,24673.8,336483.0,91.0,124983.77,108.0,38446.2,42622.2,461466.77,Small,269186.47,0.0,0.0,61762.59,38618.06,4909.18
5,2024 Q3,2024-09-30,Pizzeria,53106.0,60832.0,19625.46,23668.46,304164.0,92.0,119708.3,108.0,33480.54,37163.54,423872.3,Small,243331.28,0.0,0.0,68041.05,32976.78,4430.44
5,2024 Q4,2024-12-31,Pizzeria,61097.0,69905.0,22069.08,26947.08,349525.0,92.0,136273.41,116.0,39027.92,42957.92,485798.41000000003,Small,279620.23,0.0,0.0,69658.51,39030.73,5758.03
5,2025 Q1,2025-03-31,Pizzeria,56321.0,64811.0,18527.0,22472.0,324059.0,90.0,113476.0,99.0,37794.0,42339.0,437535.0,Small,259247.62,0.0,0.0,59141.68,31180.52,4627.43
5,2025 Q2,2025-06-30,Pizzeria,47392.0,53250.0,16672.7,20345.7,266254.0,91.0,102904.21,108.0,30719.3,32904.3,369158.21,Small,213003.68,0.0,0.0,52243.22,30174.67,3885.82
5,2025 Q3,2025-09-30,Pizzeria,44284.0,49590.0,17121.46,20453.46,247951.0,92.0,103391.3,116.0,27162.54,29136.54,351342.3,Small,198360.98,0.0,0.0,60813.04,27169.5,3653.4
6,2022 Q4,2022-12-31,Pizzeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,0.0,0.0,0.0,0.0,0.0,0.0
6,2023 Q1,2023-03-31,Pizzeria,106848.0,106848.0,32646.07,41711.07,534243.0,90.0,209237.97,116.0,74201.93,65136.93,743480.97,Small,427394.81,0.0,0.0,97584.57,70066.34,10249.49
6,2023 Q2,2023-06-30,Pizzeria,106900.0,106900.0,31375.0,40729.0,534502.0,91.0,203648.0,107.0,75525.0,66171.0,738150.0,Small,427602.01,0.0,0.0,91065.8,71739.89,9467.99
6,2023 Q3,2023-09-30,Pizzeria,95139.0,95139.0,27549.0,35476.0,475696.0,92.0,177383.0,107.0,67590.0,59663.0,653079.0,Small,380557.05,0.0,0.0,81264.68,60276.69,8293.03
6,2023 Q4,2023-12-31,Pizzeria,102719.0,102719.0,29779.0,37991.0,513596.0,92.0,189956.0,107.0,72940.0,64728.0,703552.0,Small,410877.47,0.0,0.0,89817.76,61040.99,9318.39
6,2024 Q1,2024-03-31,Pizzeria,105061.0,105061.0,31060.0,39690.0,525309.0,91.0,198450.0,107.0,74001.0,65371.0,723759.0,Small,420247.3,0.0,0.0,93413.81,64226.67,9749.48
6,2024 Q2,2024-06-30,Pizzeria,88487.0,88487.0,28254.58,35910.58,442435.0,91.0,179553.94,109.0,60232.42,52576.42,621988.94,Small,353948.74,0.0,0.0,92900.92,58701.5,7755.92
6,2024 Q3,2024-09-30,Pizzeria,98473.0,98473.0,28533.0,36797.0,492367.0,92.0,183986.0,107.0,69940.0,61676.0,676353.0,Small,393894.35,0.0,0.0,83942.46,62896.6,8614.03
6,2024 Q4,2024-12-31,Pizzeria,114268.0,115539.0,35206.0,45085.0,577698.0,92.0,226272.49,116.0,79062.0,70454.0,803970.49,Small,462158.59,0.0,0.0,105576.03,73436.15,12902.46
6,2025 Q1,2025-03-31,Pizzeria,66362.0,66362.0,20208.29,25201.29,331814.0,90.0,126010.47,100.0,46153.71,41160.71,457824.47,Small,265451.81,0.0,0.0,66999.79,37215.29,5616.88
6,2025 Q2,2025-06-30,Pizzeria,67845.0,67845.0,20844.0,26725.0,339229.0,91.0,133629.0,107.0,47001.0,41120.0,472858.0,Small,271383.23,0.0,0.0,61729.98,45103.49,5951.19
